,Carbon source,Metabolite,Slope,Intercept,r,p-value,Std. Err,N,T3_pval,Fitted on,Comment,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Rate [1/gDW/h],Std. Err [1/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],Model ID,MV min,MV max,Species,Dataset
196,L-malate,Isovalerylcarnitine (c5/ic5),0.1635597768917331,-0.7849306024169673,0.340121074721297,0.3704781328204073,0.1709220505673105,9,0.9502777021943744,Z-score,,,,0.1635597768917331,0.1709220505673105,,,,,,,,E. coli,SINTEF-23
197,L-alanine,Isovalerylcarnitine (c5/ic5),0.5243163384713104,-0.7740154212744939,0.7056103698918029,0.0152665925966992,0.1755126201256665,11,0.3294625706415304,Z-score,,,,0.5243163384713104,0.1755126201256665,,,,,,,,E. coli,SINTEF-23
198,Galactose,Kynurenate,0.2774049873046537,-0.8851510799494309,0.9354284842075928,7.03212096167748e-05,0.0370653184640156,10,0.9912031523553928,Z-score,,,,0.2774049873046537,0.0370653184640156,,,,,,,,E. coli,SINTEF-23
199,L-malate,Kynurenate,0.464447846163293,-0.6672581291286339,0.6351977101365652,0.0357300814967394,0.1882438028254102,11,0.6941900998239487,Z-score,,,,0.464447846163293,0.1882438028254102,,,,,,,,E. coli,SINTEF-23
200,L-alanine,Kynurenate,0.5586434584643918,-1.100257214551573,0.9359748324938152,6.801690815376544e-05,0.074293491400032,10,0.9833515997488802,Z-score,,,,0.5586434584643918,0.074293491400032,,,,,,,,E. coli,SINTEF-23
201,Galactose,Lactate,-0.1574116795548301,1.3751644454770444,-0.427545356154347,0.3386541107274943,0.148845344702201,7,0.4095293414954091,Concentration [uM],,-0.0001574116795548,0.0001488453447022,,,0.03763052651969967,3.0,89.07,0.0,lac__D,0.021367096666802254,0.046496714518384774,E. coli,SINTEF-23
202,L-malate,Lactate,0.1147344756335495,-0.584452275121044,0.2502400660018978,0.5160734315034736,0.1677822019773084,9,0.9959610531926316,Z-score,Rate scaled for slope estimated on Z-scores,0.0004045855227541,0.0005916464909173,0.1147344756335495,0.1677822019773084,0.009374901464032082,3.0,89.07,0.0,lac__D,0.009374901464032082,0.020920544191715962,E. coli,SINTEF-23
203,L-alanine,Lactate,0.3714299501629156,0.7094184096171432,0.5033597812459792,0.2035036163821191,0.2603006123042144,8,0.8088059950178222,Concentration [uM],,0.0003714299501629,0.0002603006123042,,,0.027254640906521077,3.0,89.07,0.0,lac__D,0.02725464090644336,0.027254640906521077,E. coli,SINTEF-23
204,Galactose,Leucine,0.0852100980571477,0.0154117277629919,0.5682967864431417,0.1831521353227516,0.0551744013504525,7,0.7294699344654392,Concentration [uM],,8.521009805714772e-05,5.517440135045256e-05,,,0.1344150914803055,6.0,131.17291999999998,0.18267499543908564,leu__L,0.11808716916970607,0.17034379280703726,E. coli,SINTEF-23
205,L-malate,Leucine,0.0537186618000491,0.0154557562663047,0.9929438981295714,0.0756716566172131,0.0064154988544258,3,0.7273480005929454,Concentration [uM],,5.3718661800049125e-05,6.415498854425805e-06,,,0.2159094243316062,6.0,131.17291999999998,0.24780642327994504,leu__L,0.1720796824411397,0.21590942433191707,E. coli,SINTEF-23
206,L-alanine,Leucine,0.0808675791060535,0.9701285309707464,0.3069059242208164,0.4217953048846571,0.0947847364785749,9,0.6580105690753746,Concentration [uM],,8.086757910605357e-05,9.478473647857492e-05,,,0.16390631861164517,6.0,131.17291999999998,0.13525525388643062,leu__L,0.16390631861164517,0.163906318611734,E. coli,SINTEF-23
207,Galactose,Lysine,0.0084702740788204,-0.2903382524638624,0.3491528713816729,0.5646500287425255,0.0131247577331219,5,0.6483348864216394,Z-score,Rate scaled for slope estimated on Z-scores,0.0001000602778115,0.0001550442043273,0.0084702740788204,0.0131247577331219,0.10917275848624786,6.0,147.1955,0.13914011268896495,lys__L,0.08501711622258545,0.12309728618226656,E. coli,SINTEF-23
208,L-malate,Lysine,0.0050959247843035,-0.2864743485991502,0.3484296110191691,0.3581307542443152,0.0051814790103878,9,0.9931085136008252,Z-score,Rate scaled for slope estimated on Z-scores,,,0.0050959247843035,0.0051814790103878,0.05667496704028219,6.0,147.1955,0.1887494978573488,lys__L,0.05667496704028219,0.07320106181388786,E. coli,SINTEF-23
209,L-alanine,Lysine,-3.107936267817952,6.920982032460122,-0.832209882180582,0.010373416178165,0.8453458224754345,8,0.0094590616108003,Concentration [uM],,-0.0031079362678179,0.0008453458224754,,,0.06807580771389654,6.0,147.1955,0.10302138627291223,lys__L,0.06807580771377442,0.06807580771389654,E. coli,SINTEF-23
210,Galactose,Malate,0.20290946123101,1.4188491545262072,0.255755510071442,0.5065501037933411,0.2898936075936941,9,0.2516186091679302,Concentration [uM],,0.000202909461231,0.0002898936075936,,,0.04312093856251309,4.0,132.07156,2.4964024049608033,mal__L,0.027632143033146095,0.05167618922656825,E. coli,SINTEF-23
211,L-malate,Malate,-16505.5736370172,26767.708167427412,-0.9781821136655988,3.753666440116603e-08,1108.537471236756,12,0.0095939601658306,Concentration [uM],,-16.505573637017203,1.1085374712367562,,,0.009209349008687528,4.0,132.07156,23.94145188557414,mal__L,0.009209349008687528,0.020608297773438977,E. coli,SINTEF-23
212,L-alanine,Malate,1.1053227098385447,0.5737711278375175,0.5970939644318958,0.0895759635795779,0.5612605437161156,9,0.2679607168998871,Concentration [uM],,0.0011053227098385,0.0005612605437161,,,0.03535865939164884,4.0,132.07156,9.466156544968149,mal__L,0.03527775988810267,0.03535865939164884,E. coli,SINTEF-23
213,Galactose,Malonylcarnitine (c3:dc),0.0027164873066979,-0.7709182410571263,0.0587842450259029,0.8560001112422939,0.0145879768153982,12,0.3776409304182467,Z-score,,,,0.0027164873066979,0.0145879768153982,,,,,,,,E. coli,SINTEF-23
214,L-malate,Malonylcarnitine (c3:dc),-0.4720184117412034,1.8695565394652744,-0.7845209570523306,0.0025152958440326,0.1179825381923857,12,0.4346063522804826,Z-score,,,,-0.4720184117412034,0.1179825381923857,,,,,,,,E. coli,SINTEF-23
215,L-alanine,Malonylcarnitine (c3:dc),0.0879728831775159,-0.3805882455324129,0.3446561271408458,0.2725920610139942,0.0757710073690511,12,0.3301118288287746,Z-score,,,,0.0879728831775159,0.0757710073690511,,,,,,,,E. coli,SINTEF-23
216,Galactose,Metanephrine,0.0199351022411259,-0.9270456867996134,0.3761873155637906,0.2541784067354053,0.0163666178061791,11,0.798411607768804,Z-score,,,,0.0199351022411259,0.0163666178061791,,,,,,,,E. coli,SINTEF-23
217,L-malate,Metanephrine,0.5528234656593376,-0.1367555934635566,0.6368613762689168,0.0259436530087227,0.2116331666998558,12,0.7753410800861688,Z-score,,,,0.5528234656593376,0.2116331666998558,,,,,,,,E. coli,SINTEF-23
218,L-alanine,Metanephrine,1.589853957960778,-1.0932554213170065,0.96883506373926,9.320078036057712e-07,0.1354952025657725,11,0.990209912839183,Z-score,,,,1.589853957960778,0.1354952025657725,,,,,,,,E. coli,SINTEF-23
219,Galactose,Methionine,0.0034297833023755,0.005207002428203,0.4588349586356292,0.5411650413643707,0.0046963789456042,4,0.524820728636012,Concentration [uM],,3.4297833023755024e-06,4.6963789456042765e-06,,,0.18210369063313414,5.0,149.21134,0.0626785537398217,met__L,0.15599374691794843,0.23915620672414484,E. coli,SINTEF-23
220,L-malate,Methionine,0.0267511633674596,0.0162689495805006,0.6027284587751779,0.1137552616287553,0.0144583606102459,8,0.3889106186019564,Concentration [uM],,2.6751163367459648e-05,1.4458360610245969e-05,,,0.2696903812128615,5.0,149.21134,0.0850261316897328,met__L,0.2200370877554092,0.26969038121317235,E. coli,SINTEF-23
221,L-alanine,Methionine,0.0162461110729013,0.0108282517136744,0.6635528994741414,0.0260096144565192,0.0061056135845815,11,0.9742577809841636,Concentration [uM],,1.6246111072901327e-05,6.105613584581524e-06,,,0.22505607421860474,5.0,149.21134,0.04640632195177839,met__L,0.2250560742183605,0.22505607421860474,E. coli,SINTEF-23
222,Galactose,Methylglutarate,-0.0124987342042088,-0.1334939173587204,-0.0214403750764173,0.9472689033186668,0.1843035967149792,12,0.4214864051674962,Z-score,,,,-0.0124987342042088,0.1843035967149792,,,,,,,,E. coli,SINTEF-23
223,L-malate,Methylglutarate,2.006296714562897,-1.5908126179244182,0.880044791340981,0.0017471780666808,0.4091994285182827,9,0.910534502103016,Z-score,,,,2.006296714562897,0.4091994285182827,,,,,,,,E. coli,SINTEF-23
224,L-alanine,Methylglutarate,-0.2599600240533491,-0.037199010128928,-0.2117549990126923,0.5088093650477904,0.3794118748529167,12,0.0780786805209694,Z-score,,,,-0.2599600240533491,0.3794118748529167,,,,,,,,E. coli,SINTEF-23
225,Galactose,Methylguanidine,-0.0036857229889283,-0.4893021295814934,-0.4472222172268015,0.2274427639390525,0.0027860775536751,9,0.0793907772583738,Z-score,,,,-0.0036857229889283,0.0027860775536751,,,,,,,,E. coli,SINTEF-23
226,L-malate,Methylguanidine,0.0271192681706964,-0.4145338647751357,0.398161661030831,0.2885322858995613,0.0236150095656241,9,0.0569048388183201,Z-score,,,,0.0271192681706964,0.0236150095656241,,,,,,,,E. coli,SINTEF-23
227,L-alanine,Methylguanidine,0.4135412596360583,-0.4561842358205,0.8537932210889732,0.0034003206354803,0.0953084756261482,9,0.8531383318714449,Z-score,,,,0.4135412596360583,0.0953084756261482,,,,,,,,E. coli,SINTEF-23
228,Galactose,Methylthioadenosine,0.5157512714649272,-1.6023101386573837,0.9984041142364588,5.337886351553022e-10,0.0110262410643637,9,0.99982311890909,Z-score,,,,0.5157512714649272,0.0110262410643637,,,,,,,,E. coli,SINTEF-23
229,L-malate,Methylthioadenosine,1.2889111193734548,-1.6552162040422569,0.9645855537854914,2.658397376432185e-05,0.1332167694201521,9,0.992899182739807,Z-score,,,,1.2889111193734548,0.1332167694201521,,,,,,,,E. coli,SINTEF-23
230,L-alanine,Methylthioadenosine,1.2491512975291312,-1.3927878414587955,0.9765460498884816,6.358405240217859e-06,0.1040961728679296,9,0.9646344028435222,Z-score,,,,1.2491512975291312,0.1040961728679296,,,,,,,,E. coli,SINTEF-23
231,Galactose,N-acetylalanine,0.0061228755664335,-0.5865838053760276,0.7123330605293049,0.0724847253350003,0.0026979035992234,7,0.6614693391915956,Z-score,,,,0.0061228755664335,0.0026979035992234,,,,,,,,E. coli,SINTEF-23
232,L-malate,N-acetylalanine,0.0126634947039068,-0.5851710907903023,0.8664311603917831,0.0002664170659634,0.0023076932243315,12,0.8170595256815922,Z-score,,,,0.0126634947039068,0.0023076932243315,,,,,,,,E. coli,SINTEF-23
233,L-alanine,N-acetylalanine,1.3294474043869535,-0.3954763633716502,0.9470119401411592,3.008811250130137e-06,0.1425899846551178,12,0.9088805492495672,Z-score,,,,1.3294474043869535,0.1425899846551178,,,,,,,,E. coli,SINTEF-23
234,Galactose,N-acetylglutamate,0.257963317866379,-1.0528853044468691,0.9261317388833537,4.254968427389406e-05,0.0350215903017686,11,0.92623973260472,Z-score,,,,0.257963317866379,0.0350215903017686,0.09275869612194731,7.0,187.15006,0.11993359447167456,acglu,0.06646714080057459,0.10755918955764887,E. coli,SINTEF-23
235,L-malate,N-acetylglutamate,2.110266540642239,-1.0606986305083024,0.9617172261287276,6.072307829226529e-07,0.1901559065322506,12,0.6899753755985059,Z-score,,,,2.110266540642239,0.1901559065322506,0.03760433842247002,7.0,187.15006,0.1626950366452508,acglu,0.03760433842247002,0.058234969254999935,E. coli,SINTEF-23
236,L-alanine,N-acetylglutamate,0.8540349482356774,-1.094065997846627,0.9797066228666672,1.37354162854857e-07,0.0582419524586647,11,0.993605564031864,Z-score,,,,0.8540349482356774,0.0582419524586647,0.06405859571279038,7.0,187.15006,0.08880059764494583,acglu,0.06397777363931767,0.06405859571279038,E. coli,SINTEF-23
237,Galactose,N-acetylleucine,0.2965591971340156,-0.8748692003736884,0.9342199691089604,0.0002252992287366,0.0427969874100536,9,0.9690851846327126,Z-score,,,,0.2965591971340156,0.0427969874100536,,,,,,,,E. coli,SINTEF-23
238,L-malate,N-acetylleucine,0.4581265394004384,-0.8573936050025155,0.9131018520391704,0.0005845212619843,0.0773199410028836,9,0.9790026165396344,Z-score,,,,0.4581265394004384,0.0773199410028836,,,,,,,,E. coli,SINTEF-23
239,L-alanine,N-acetylleucine,0.3380021110818381,-0.8966627855303625,0.9757279161006084,7.16338874085039e-06,0.0286720511444689,9,0.981603733694268,Z-score,,,,0.3380021110818381,0.0286720511444689,,,,,,,,E. coli,SINTEF-23
240,Galactose,N-acetylphenylalanine,0.3242466565841811,-1.2383452003655124,0.9089329104010396,0.000685820598936,0.0562173952549555,9,0.9571303525117814,Z-score,,,,0.3242466565841811,0.0562173952549555,,,,,,,,E. coli,SINTEF-23
241,L-malate,N-acetylphenylalanine,0.5472932392271532,-1.0646010407298936,0.8656220041601975,0.0025617671278415,0.1196516475650454,9,0.9246405956313593,Z-score,,,,0.5472932392271532,0.1196516475650454,,,,,,,,E. coli,SINTEF-23
242,L-alanine,N-acetylphenylalanine,1.068545828566682,-1.2465159610247003,0.9793932485200756,4.053566669805949e-06,0.0832832829642871,9,0.986745534009154,Z-score,,,,1.068545828566682,0.0832832829642871,,,,,,,,E. coli,SINTEF-23
243,Galactose,N-acetylputrescine,0.3162854654320846,-1.0419124694252109,0.9619054366855704,5.926387234585963e-07,0.0284261072686185,12,0.9851145354854868,Z-score,,,,0.3162854654320846,0.0284261072686185,,,,,,,,E. coli,SINTEF-23
244,L-malate,N-acetylputrescine,0.757351675010054,-0.983574080021531,0.9559066539730804,1.218791277236773e-06,0.0735771050080461,12,0.9955114695141968,Z-score,,,,0.757351675010054,0.0735771050080461,,,,,,,,E. coli,SINTEF-23
245,L-alanine,N-acetylputrescine,1.5525111495340786,-0.7360402071152458,0.9467362833340708,3.0864450832226836e-06,0.1669840544258757,12,0.8938016106846478,Z-score,,,,1.5525111495340786,0.1669840544258757,,,,,,,,E. coli,SINTEF-23
246,Galactose,N-acetylserine,0.2252731974046969,-1.223347300386519,0.9402694506941092,0.0001617078734146,0.0308274395175943,9,0.9436582649197666,Z-score,,,,0.2252731974046969,0.0308274395175943,0.07505344180975815,5.0,147.12926,0.10050366449695364,acser,0.0742665554785582,0.07554001755011863,E. coli,SINTEF-23
247,L-malate,N-acetylserine,1.6833074425498065,-1.4253333646089632,0.8623459365451968,0.0027777869601377,0.3735576186256257,9,0.6292602048672085,Z-score,,,,1.6833074425498065,0.3735576186256257,0.05780003602272599,5.0,147.12926,0.13633750785461285,acser,0.05780003602272599,0.06348652721408499,E. coli,SINTEF-23
248,L-alanine,N-acetylserine,1.4533082640749706,-1.3840214263216368,0.9439168073966756,0.0001301758863659,0.192145494528737,9,0.8818564164598244,Z-score,,,,1.4533082640749706,0.192145494528737,0.06934845068885531,5.0,147.12926,0.07441319081333306,acser,0.06934845068861106,0.06934845068885531,E. coli,SINTEF-23
249,Galactose,N-alpha-acetyllysine,0.007542867923109,-0.5039262181707047,0.9639617912268412,7.0651982187021e-06,0.0007360033741208,10,0.9781163567752734,Z-score,,,,0.007542867923109,0.0007360033741208,,,,,,,,E. coli,SINTEF-23
250,L-malate,N-alpha-acetyllysine,0.0832066119037925,-0.4954500463246522,0.8476438183483238,0.0004976924190761,0.0164696210172173,12,0.9228996691800134,Z-score,,,,0.0832066119037925,0.0164696210172173,,,,,,,,E. coli,SINTEF-23
251,L-alanine,N-alpha-acetyllysine,1.7376122075221367,-0.3375188465932011,0.905473630288775,5.0621726668819446e-05,0.2575461208980208,12,0.2774167185853384,Z-score,,,,1.7376122075221367,0.2575461208980208,,,,,,,,E. coli,SINTEF-23
252,Galactose,NAD,0.2272800480341111,-0.6330132391539115,0.5666607070678176,0.1116375981248194,0.1249081292765934,9,0.2528542236296955,Z-score,Rate scaled for slope estimated on Z-scores,1.0128878631752534e-05,5.5666095308638235e-06,0.2272800480341111,0.1249081292765934,0.373479782828523,21.0,662.4171620000001,16.197838304491192,nad,0.3486961246722764,0.3743913257218956,E. coli,SINTEF-23
253,L-malate,NAD,0.2647124375191372,-0.4438481719115937,0.4399902621837163,0.2359612371400051,0.204201923815445,9,0.575195474394379,Z-score,Rate scaled for slope estimated on Z-scores,6.6810901388295255e-06,5.1538623281905964e-06,0.2647124375191372,0.204201923815445,0.38048877224071687,21.0,662.4171620000001,39.04569909885456,nad,0.37684690752805006,0.38048877224102773,E. coli,SINTEF-23
254,L-alanine,NAD,-0.3555488894232498,1.3823813357458057,-0.4104322875657019,0.2725325794023838,0.2985738406249648,9,0.3347172846063662,Z-score,Rate scaled for slope estimated on Z-scores,-8.906082192125148e-06,7.478924120218409e-06,-0.3555488894232498,0.2985738406249648,0.38066285513173037,21.0,662.4171620000001,16.81180834413327,nad,0.38066285513173037,0.3806628551318747,E. coli,SINTEF-23
255,Galactose,Nicotinamide,-0.0192881261120557,-0.2594117313400329,-0.3591211534382582,0.2516134483564634,0.0158513444813889,12,0.2703275476969094,Z-score,,,,-0.0192881261120557,0.0158513444813889,0.11141008356189142,6.0,122.12464,0.0,ncam,0.10790734866941709,0.11182847144080577,E. coli,SINTEF-23
256,L-malate,Nicotinamide,0.054015602513144,-0.3630681636103952,0.5001447902424535,0.1703270067815929,0.0353478624159318,9,0.9100224205136184,Z-score,,,,0.054015602513144,0.0353478624159318,0.11106686895234752,6.0,122.12464,0.0,ncam,0.1074970491454108,0.11106686895265838,E. coli,SINTEF-23
257,L-alanine,Nicotinamide,0.0046341507497499,-0.3329162774887024,0.113912748007331,0.7244617158779214,0.0127809065630786,12,0.8951426383169647,Z-score,,,,0.0046341507497499,0.0127809065630786,0.11270494027975086,6.0,122.12464,0.0,ncam,0.11270494027975086,0.11270494027979527,E. coli,SINTEF-23
258,Galactose,Nicotinate,0.0258098218698164,-0.721392038351647,0.4125792394355096,0.4162460959223439,0.0284923778985046,6,0.8294432897395551,Z-score,,,,0.0258098218698164,0.0284923778985046,0.11214581585445305,6.0,122.10146,0.0,nac,0.1100994288030066,0.11214581585445305,E. coli,SINTEF-23
259,L-malate,Nicotinate,0.4099301734618391,-0.6059439117255231,0.4568403948021675,0.2551423199828134,0.3258663246826525,8,0.7915364703434148,Z-score,,,,0.4099301734618391,0.3258663246826525,0.11480774671606131,6.0,122.10146,0.0,nac,0.1098199938117217,0.11480774671606131,E. coli,SINTEF-23
260,L-alanine,Nicotinate,0.4436156221872432,-0.7611289600982274,0.6383610142962429,0.0642805611044582,0.2021779922334629,9,0.6828341700231781,Z-score,,,,0.4436156221872432,0.2021779922334629,0.11495408064605694,6.0,122.10146,0.0,nac,0.11495408064587376,0.11495408064605694,E. coli,SINTEF-23
261,Galactose,O-acetylserine,-0.116862591403253,1.518727586881799,-0.2957805293736192,0.4396592029665925,0.1426516008658003,9,0.2642601385419282,Z-score,,,,-0.116862591403253,0.1426516008658003,0.07505344180975815,5.0,147.12926,0.10050366449695364,acser,0.0742665554785582,0.07554001755011863,E. coli,SINTEF-23
262,L-malate,O-acetylserine,0.3888600210918521,-1.3226937770927023,0.6105895701217039,0.1078685573524921,0.205903874823529,8,0.8008716508402296,Z-score,,,,0.3888600210918521,0.205903874823529,0.05780003602272599,5.0,147.12926,0.13633750785461285,acser,0.05780003602272599,0.06348652721408499,E. coli,SINTEF-23
263,L-alanine,O-acetylserine,0.5846557925941749,-0.8417976561490467,0.683403246266685,0.0616891277254963,0.254973416422755,8,0.4875915180777896,Z-score,,,,0.5846557925941749,0.254973416422755,0.06934845068885531,5.0,147.12926,0.07441319081333306,acser,0.06934845068861106,0.06934845068885531,E. coli,SINTEF-23
264,Galactose,O-succinyl-homoserine,0.0698703892237633,-0.8807631912819438,0.8612062692600856,0.006007722253167,0.0168342019520483,8,0.9091302526040542,Z-score,,,,0.0698703892237633,0.0168342019520483,0.11404673491128836,8.0,218.18398,0.06240567513228858,suchms,0.08341443186731246,0.1313620447054853,E. coli,SINTEF-23
265,L-malate,O-succinyl-homoserine,1.6701970144921368,-0.8061920198681104,0.951203938092702,8.055609404048896e-05,0.2047805768898322,9,0.8506504031984831,Z-score,,,,1.6701970144921368,0.2047805768898322,0.04125513062960273,8.0,218.18398,0.08465596021902957,suchms,0.04125513062960273,0.06622921228484069,E. coli,SINTEF-23
266,L-alanine,O-succinyl-homoserine,0.3556356640852824,-0.7806061619562159,0.949170227193748,9.274510561590886e-05,0.0445754923025125,9,0.9409071083150482,Z-score,,,,0.3556356640852824,0.0445754923025125,0.08550714095833523,8.0,218.18398,0.04620547946846421,suchms,0.08550714095833523,0.08550714095836298,E. coli,SINTEF-23
267,Galactose,Ophthalmate,4.196974367925264e-05,-0.4864544277975365,0.0064794398796749,0.9849152456896942,0.0021590787392399,11,0.0629497894612486,Z-score,,,,4.196974367925264e-05,0.0021590787392399,,,,,,,,E. coli,SINTEF-23
268,L-malate,Ophthalmate,-0.0043490043969868,-0.4713696363428336,-0.3680230409628078,0.3697318745952064,0.0044857652312088,8,0.132921124465235,Z-score,,,,-0.0043490043969868,0.0044857652312088,,,,,,,,E. coli,SINTEF-23
269,L-alanine,Ophthalmate,1.7913228200695224,-0.5058619101952975,0.9681584048831656,1.0255866242633694e-06,0.1543951366479415,11,0.8875178278223989,Z-score,,,,1.7913228200695224,0.1543951366479415,,,,,,,,E. coli,SINTEF-23
270,Galactose,Orotate,0.6205729669479613,-1.4124907220023657,0.969023628666472,1.6710584518839988e-05,0.0597792140662857,9,0.9770045781557032,Z-score,,,,0.6205729669479613,0.0597792140662857,0.04675466141476625,5.0,155.08832,0.13412612032528798,orot,0.03439635982351863,0.05375621366959238,E. coli,SINTEF-23
271,L-malate,Orotate,2.086215159170844,-1.466105461200421,0.945303666382512,0.000119417277238,0.272089351207421,9,0.9168898008299566,Z-score,,,,2.086215159170844,0.272089351207421,0.015761056973306875,5.0,155.08832,0.18194780334514027,orot,0.01576105697328467,0.02592742305935758,E. coli,SINTEF-23
272,L-alanine,Orotate,0.9902835309201496,-1.922761521554176,0.9714220947793676,1.2633239780684924e-05,0.0914550233363877,9,0.9986469394985004,Z-score,,,,0.9902835309201496,0.0914550233363877,0.025253709517392142,5.0,155.08832,0.09930895256788505,orot,0.025253709517103484,0.025253709517392142,E. coli,SINTEF-23
273,Galactose,Oxoproline,0.0855249206864068,-0.8446516076044127,0.8236035711900606,0.0063580439375773,0.0222605325654839,9,0.904906981324391,Z-score,,,,0.0855249206864068,0.0222605325654839,,,,,,,,E. coli,SINTEF-23
274,L-malate,Oxoproline,1.5998272487921663,0.0476880730709747,0.7269796206733466,0.0264819861423021,0.571140519521825,9,0.1720636604054596,Z-score,,,,1.5998272487921663,0.571140519521825,,,,,,,,E. coli,SINTEF-23
275,L-alanine,Oxoproline,0.3222923756953439,-0.8789486737619405,0.9832204415079814,1.9822693324754533e-06,0.0226009072172303,9,0.9919587985359984,Z-score,,,,0.3222923756953439,0.0226009072172303,,,,,,,,E. coli,SINTEF-23
276,Galactose,P-hydroxyphenylacetate,0.1360351740903569,-1.0811398650810546,0.705598510646496,0.076494995268687,0.0610965890204672,7,0.8990699373961983,Z-score,,,,0.1360351740903569,0.0610965890204672,,,,,,,,E. coli,SINTEF-23
277,L-malate,P-hydroxyphenylacetate,0.929338045693284,-1.1605795589701484,0.7823459196303394,0.0376060724438718,0.3308790709462242,7,0.9938126176199882,Z-score,,,,0.929338045693284,0.3308790709462242,,,,,,,,E. coli,SINTEF-23
278,L-alanine,P-hydroxyphenylacetate,0.3053584681317134,-1.126665724240434,0.9203679059474592,0.0032914782461334,0.0580229476543716,7,0.9891445035977516,Z-score,,,,0.3053584681317134,0.0580229476543716,,,,,,,,E. coli,SINTEF-23
279,Galactose,Pantothenate,0.6558717021908246,-1.2022993733489242,0.9651964474541462,2.5028340068713503e-05,0.0671690076621065,9,0.9722944438034976,Z-score,,,,0.6558717021908246,0.0671690076621065,0.17080717802699374,9.0,218.22704,0.00023354840704170599,pnto__R,0.16828429813121049,0.18337704126909493,E. coli,SINTEF-23
280,L-malate,Pantothenate,1.6385786967112168,-1.3334517713979237,0.996688139739074,6.861038561535515e-09,0.050530095040633,9,0.9861502628514696,Z-score,,,,1.6385786967112168,0.050530095040633,0.19723725477555076,9.0,218.22704,0.0003168183761146359,pnto__R,0.17558404836141017,0.1972372547757839,E. coli,SINTEF-23
281,L-alanine,Pantothenate,0.1848306808268072,-1.2499716028154384,0.9346356696581388,0.0002204464162436,0.0265798603719547,9,0.9726939769425984,Z-score,,,,0.1848306808268072,0.0265798603719547,0.18542212502670186,9.0,218.22704,0.00017292267621663027,pnto__R,0.18542212502662414,0.18542212502670186,E. coli,SINTEF-23
282,Galactose,Phenylacetaldehyde,0.0173244741530701,-0.4384984366406932,0.1829243498512165,0.6375848794599646,0.035192420739078,9,0.2780821313449048,Z-score,,,,0.0173244741530701,0.035192420739078,,,,,,,,E. coli,SINTEF-23
283,L-malate,Phenylacetaldehyde,0.2197633434344167,-0.6084457558898757,0.6628836262905339,0.0516603274407078,0.0938187827301417,9,0.9935355641798904,Z-score,,,,0.2197633434344167,0.0938187827301417,,,,,,,,E. coli,SINTEF-23
284,L-alanine,Phenylacetaldehyde,0.2467965802977327,-0.5812790390051077,0.684907247160309,0.0139854577423043,0.0830260893389496,12,0.8544491717469649,Z-score,,,,0.2467965802977327,0.0830260893389496,,,,,,,,E. coli,SINTEF-23
285,Galactose,Phenylalanine,0.0121771081585898,-0.0005800242916828,0.7759813685508905,0.0030077818555628,0.0031300706636973,12,0.910238926134988,Concentration [uM],Some abs. conc. values calculated from standard curve,1.2177108158589878e-05,3.1300706636973253e-06,,,0.15026537898809034,9.0,165.18913999999998,0.07511865560865334,phe__L,0.1024658000198575,0.17692291248366798,E. coli,SINTEF-23
286,L-malate,Phenylalanine,0.0136329739926813,-0.0025226519501762,0.7913182035169988,0.0340253762876073,0.0047106745485229,7,0.5265908573474277,Concentration [uM],Some abs. conc. values calculated from standard curve,1.363297399268134e-05,4.710674548522922e-06,,,0.09130803511171459,9.0,165.18913999999998,0.10190166050495753,phe__L,0.09130803511069319,0.11761584948009052,E. coli,SINTEF-23
287,L-alanine,Phenylalanine,0.0140418003888908,0.0047165886749952,0.5958987506847429,0.0408823739439305,0.0059840895508096,12,0.5768719412472013,Concentration [uM],Some abs. conc. values calculated from standard curve,1.4041800388890892e-05,5.9840895508096555e-06,,,0.13583451864190854,9.0,165.18913999999998,0.05561895765501058,phe__L,0.13583451864165874,0.13583451864190854,E. coli,SINTEF-23
288,Galactose,Pipecolic acid,0.0045031648678266,0.0084548503885689,0.8710763154419012,0.0048525571596913,0.0010365687742671,8,0.8560254137501934,Concentration [uM],,4.50316486782669e-06,1.0365687742671482e-06,,,,,,,,,,E. coli,SINTEF-23
289,L-malate,Pipecolic acid,0.0090235432852204,0.0052038852957679,0.4042287572437534,0.4266825331157051,0.0102088918592503,6,0.9246543381779404,Concentration [uM],,9.02354328522043e-06,1.0208891859250378e-05,,,,,,,,,,E. coli,SINTEF-23
290,L-alanine,Pipecolic acid,0.0192622046952072,0.0025696988755218,0.9664813009655396,2.196867136689885e-05,0.0019339801190807,9,0.999575244008509,Concentration [uM],,1.9262204695207297e-05,1.9339801190807515e-06,,,,,,,,,,E. coli,SINTEF-23
291,Galactose,Proline,0.0037984748460074,0.0006098057365561,0.3495360122661726,0.3565016838089818,0.0038483288387222,9,0.1958122200906914,Concentration [uM],Some abs. conc. values calculated from standard curve,3.798474846007428e-06,3.8483288387222615e-06,,,0.08131856169023566,5.0,115.13046,0.0896302831920269,pro__L,0.05658096757120701,0.09513839923505074,E. coli,SINTEF-23
