,Metabolite,Carbon source,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],Species,Dataset,Metabolite id,Charge,Phosphate,Compound class,Comment,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotatable Bond Count,Topological Polar Surface Area,Charge (pubchem),xlogP,pubchem id,Formula,Molecular weight [g/mol],ECMDB name,ECMDB ID,Park et al. name,Thorfinnsdottir et al. abbrv,Intracellular concentration [uM],log10(Rate [mmol/gDW/h]),log10(Metabolite value [gDW/mmol]),Rate [mmol C/gDW/h],Rate [g/gDW/h],Metabolite value [gDW/mmol C],Metabolite value [gDW/g],log10(Rate [mmol C/gDW/h]),log10(Rate [g/gDW/h]),log10(Metabolite value [gDW/mmol C]),log10(Metabolite value [gDW/g]),log10(Turnover [mmol/gDW/h]),Species - Carbon source,Intracellular concentration [M]
354,Glucose-6-phosphate,Glucose,0.0001954893236698,1.780848281349671e-05,0.0978165933265773,6.0,258.119901,3.0206545764424018,C. glutamicum,Paczia-12,g6p,-2.0,1.0,Phosphorylated sugar,,6.0,9.0,3.0,157.0,0.0,-4.2,5958.0,C6H13O9P,260.14,Glucose 6-phosphate,ECMDB01401,glucose-6-phosphate[c]*,G6P,,-3.708876955904445,-1.0095874664915532,0.0011729359420188,5.045968487220574e-05,0.01630276555442955,0.37895796855499836,-2.9307257055208016,-4.297055466039797,-1.7877387168751968,-0.4214089563562006,0.48010106485550924,C. glutamicum - Glucose,
355,Glucose-6-phosphate,Glucose,0.0014401086268171,5.495664121290373e-05,0.0810174545027186,6.0,259.127841,3.5450432070450515,B. licheniformis,Paczia-12,g6p,-2.0,1.0,Phosphorylated sugar,,6.0,9.0,3.0,157.0,0.0,-4.2,5958.0,C6H13O9P,260.14,Glucose 6-phosphate,ECMDB01401,glucose-6-phosphate[c]*,G6P,,-2.8416047480103237,-1.0914214060893557,0.0086406517609026,0.0003731722392725898,0.013502909083786435,0.3126543801316919,-2.0634534976266803,-3.4280906714077433,-1.8695726564729993,-0.5049354826919362,0.5496215327396476,B. licheniformis - Glucose,
356,Glucose-6-phosphate,Glucose,1.1423528975244457e-05,4.842674375854312e-06,0.0080564929164916,6.0,260.135781,8.411115739878444,S. cerevisiae,Paczia-12,g6p,-2.0,1.0,Phosphorylated sugar,,6.0,9.0,3.0,157.0,0.0,-4.2,5958.0,C6H13O9P,260.14,Glucose 6-phosphate,ECMDB01401,glucose-6-phosphate[c]*,G6P,,-4.942199712401714,-2.0938539704132877,6.854117385146674e-05,2.9716686317513463e-06,0.0013427488194152667,0.030970337435016673,-4.16404846201807,-5.526999620020914,-2.8720052207969315,-1.5090540627940883,0.924853609059797,S. cerevisiae - Glucose,
357,Glutamate,Galactose,0.0017859625823931,0.0007148314193258,0.0633352130622377,5.0,146.12132,4.0727265978093445,E. coli,SINTEF-23,glu__L,-1.0,0.0,Amino acid,,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,C5H9NO4,147.13,L-Glutamate,ECMDB00148,glutamate,Glu,58850.666666666664,-2.748127644232708,-1.1983547641282621,0.0089298129119655,0.0002609672100098885,0.01266704261244754,0.4334426561588528,-2.049157639896689,-3.5834140574371025,-1.8973247684642809,-0.36306835092386774,0.6098852568701708,E. coli - Galactose,0.05885066666666666
358,Glutamate,L-malate,0.0012275255593944,0.0010868961162441,0.0154203177070044,5.0,146.12132,5.524827351298677,E. coli,SINTEF-23,glu__L,-1.0,0.0,Amino acid,,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,C5H9NO4,147.13,L-Glutamate,ECMDB00148,glutamate,Glu,58850.666666666664,-2.9109694562816673,-1.81190667836175,0.006137627796972,0.00017936765507244816,0.00308406354140088,0.10553092257176708,-2.2119994519456485,-3.746255869486062,-2.5108766826977686,-0.9766202651573556,0.7423187110359114,E. coli - L-malate,0.05885066666666666
359,Glutamate,L-alanine,0.000625407020368,0.0005533367537687,0.0353988876064303,5.0,146.12132,7.330283152781007,E. coli,SINTEF-23,glu__L,-1.0,0.0,Amino acid,,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,C5H9NO4,147.13,L-Glutamate,ECMDB00148,glutamate,Glu,58850.666666666664,-3.2038372479891986,-1.4510103852617726,0.0031270351018399998,9.138529935343903e-05,0.00707977752128606,0.2422568288216278,-2.50486724365318,-4.039123661193593,-2.1499803895977916,-0.6157239720573784,0.8651207508096453,E. coli - L-alanine,0.05885066666666666
360,Glutamate,Glucose,-3.5240390733026476e-06,0.0001015895027584,0.0415246572772698,5.0,146.12132,6.2845416974868895,E. coli,Paczia-12,glu__L,-1.0,0.0,Amino acid,,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,C5H9NO4,147.13,L-Glutamate,ECMDB00148,glutamate,Glu,33484.444444444445,,-1.3816939433005242,-1.7620195366513237e-05,-5.149372411225597e-07,0.008304931455453959,0.2841793194673426,,,-2.080663947636543,-0.5464075300961297,0.7982736120920197,E. coli - Glucose,0.03348444444444444
361,Glutamate,Glucose,0.0120729552013133,0.0012767608168621,0.0706991219094232,5.0,146.12132,2.1875696226403725,C. glutamicum,Paczia-12,glu__L,-1.0,0.0,Amino acid,,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,C5H9NO4,147.13,L-Glutamate,ECMDB00148,glutamate,Glu,,-1.9181864108858622,-1.1505859801530343,0.06036477600656649,0.0017641161503167651,0.014139824381884639,0.48383851110449316,-1.2192164065498432,-2.7534728240902564,-1.849555984489053,-0.31529956694863986,0.33996188397885824,C. glutamicum - Glucose,
362,Glutamate,Glucose,0.0063696477366819,0.0006172392323568,0.0558312424515317,5.0,146.12132,3.324242148626263,B. licheniformis,Paczia-12,glu__L,-1.0,0.0,Amino acid,,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,C5H9NO4,147.13,L-Glutamate,ECMDB00148,glutamate,Glu,,-2.1958845849716315,-1.2531227073843858,0.031848238683409504,0.0009307413352189717,0.011166248490306339,0.3820882705653884,-1.4969145806356126,-3.0311709981760258,-1.9520927117204045,-0.4178362941799913,0.5216926516890458,B. licheniformis - Glucose,
363,Glutamate,Glucose,0.0002209876045762,0.0001456704626523,0.0126379490287431,5.0,146.12132,2.459213554555635,S. cerevisiae,Paczia-12,glu__L,-1.0,0.0,Amino acid,,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,C5H9NO4,147.13,L-Glutamate,ECMDB00148,glutamate,Glu,,-3.6556320856593727,-1.8983234005609093,0.001104938022881,3.2291000484312385e-05,0.00252758980574862,0.08648942555913881,-2.956662081323354,-4.490918498863767,-2.597293404896928,-1.0630369873565149,0.39079624388228584,S. cerevisiae - Glucose,
364,Glutamine,Galactose,,,0.0678794830406837,5.0,146.1445,0.7341427934302954,E. coli,SINTEF-23,gln__L,0.0,0.0,Amino acid,,3.0,4.0,4.0,106.0,0.0,-3.1,5961.0,C5H10N2O3,146.14,L-Glutamine,ECMDB00641,glutamine,Gln,2556.3666666666663,,-1.168261473859273,,,0.01357589660813674,0.46446826969666116,,,-1.8672314781952917,-0.33304394962801687,-0.1342194600193167,E. coli - Galactose,0.0025563666666666663
365,Glutamine,L-malate,,,0.0213922445332803,5.0,146.1445,0.995896014007942,E. coli,SINTEF-23,gln__L,0.0,0.0,Amino acid,,3.0,4.0,4.0,106.0,0.0,-3.1,5961.0,C5H10N2O3,146.14,L-Glutamine,ECMDB00641,glutamine,Gln,2556.3666666666663,,-1.6697436456632757,,,0.00427844890665606,0.14637734935820573,,,-2.3687136499992945,-0.8345261214320198,-0.0017860058535822574,E. coli - L-malate,0.0025563666666666663
366,Glutamine,L-alanine,0.0001897721242672,3.411963372761633e-05,0.0411456864416015,5.0,146.1445,0.5435689231031047,E. coli,SINTEF-23,gln__L,0.0,0.0,Amino acid,,3.0,4.0,4.0,106.0,0.0,-3.1,5961.0,C5H10N2O3,146.14,L-Glutamine,ECMDB00641,glutamine,Gln,2556.3666666666663,-3.7217675809816417,-1.3856756878588588,0.000948860621336,2.773415221496781e-05,0.0082291372883203,0.2815411215721529,-3.022797576645623,-4.556985105212898,-2.0846456921948775,-0.5504581636276028,-0.2647453806934806,E. coli - L-alanine,0.0025563666666666663
367,Glutamine,Glucose,0.0007986335711291,0.0001435644832046,0.0745730463974414,5.0,146.1445,0.358547470806741,C. glutamicum,Paczia-12,gln__L,0.0,0.0,Amino acid,,3.0,4.0,4.0,106.0,0.0,-3.1,5961.0,C5H10N2O3,146.14,L-Glutamine,ECMDB00641,glutamine,Gln,,-3.097652437881125,-1.1274181151019946,0.0039931678556455,0.00011671590393587676,0.01491460927948828,0.5102692636222466,-2.3986824335451065,-3.9328699621123815,-1.8263881194380134,-0.29220059087073863,-0.4454533366640069,C. glutamicum - Glucose,
368,Glutamine,Glucose,0.0009993146558027,7.41820501973652e-05,0.0626425294785848,5.0,146.1445,0.435833691890717,B. licheniformis,Paczia-12,gln__L,0.0,0.0,Amino acid,,3.0,4.0,4.0,106.0,0.0,-3.1,5961.0,C5H10N2O3,146.14,L-Glutamine,ECMDB00641,glutamine,Gln,,-3.0002977432430518,-1.203130713970357,0.0049965732790135,0.00014604434071495767,0.01252850589571696,0.42863419067145736,-2.301327738907033,-3.835515267474308,-1.9021007183063758,-0.3679131897391011,-0.3606791998891174,B. licheniformis - Glucose,
369,Glutamine,Glucose,0.000198451913656,8.004332143754209e-05,0.0175847563834319,5.0,146.1445,0.3371933555656115,S. cerevisiae,Paczia-12,gln__L,0.0,0.0,Amino acid,,3.0,4.0,4.0,106.0,0.0,-3.1,5961.0,C5H10N2O3,146.14,L-Glutamine,ECMDB00641,glutamine,Gln,,-3.7023447088695214,-1.754863643955745,0.00099225956828,2.900265569529929e-05,0.0035169512766863803,0.12032444863427569,-3.0033747045335026,-4.537562233100777,-2.4538336482917638,-0.9196461197244888,-0.47212099178638506,S. cerevisiae - Glucose,
370,Glutarate,Galactose,,,,,,,E. coli,SINTEF-23,glutar,-2.0,0.0,Carboxylic acid,"Charge from ECMDB, not in iML1515",2.0,4.0,4.0,74.6,0.0,-0.3,743.0,C5H8O4,132.11,Glutaric acid,ECMDB21425,,,,,,,,,,,,,,,E. coli - Galactose,
371,Glutarate,L-malate,-0.0002462740899398,0.0002699305157881,,,,,E. coli,SINTEF-23,glutar,-2.0,0.0,Carboxylic acid,"Charge from ECMDB, not in iML1515",2.0,4.0,4.0,74.6,0.0,-0.3,743.0,C5H8O4,132.11,Glutaric acid,ECMDB21425,,,,,,,,,,,,,,,E. coli - L-malate,
372,Glutarate,L-alanine,,,,,,,E. coli,SINTEF-23,glutar,-2.0,0.0,Carboxylic acid,"Charge from ECMDB, not in iML1515",2.0,4.0,4.0,74.6,0.0,-0.3,743.0,C5H8O4,132.11,Glutaric acid,ECMDB21425,,,,,,,,,,,,,,,E. coli - L-alanine,
373,Glutarylcarnitine,Galactose,4.0969533772205486e-05,1.832174015181135e-05,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,1.0,6.0,9.0,104.0,0.0,0.2,71317118.0,C12H21NO6,275.3,,,,,,-4.387538978231641,,,,,,,,,,,E. coli - Galactose,
374,Glutarylcarnitine,L-malate,-8.758019796774997e-05,4.223680305388608e-05,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,1.0,6.0,9.0,104.0,0.0,0.2,71317118.0,C12H21NO6,275.3,,,,,,,,,,,,,,,,,E. coli - L-malate,
375,Glutarylcarnitine,L-alanine,3.2580820221340103e-05,2.844819243582459e-05,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,1.0,6.0,9.0,104.0,0.0,0.2,71317118.0,C12H21NO6,275.3,,,,,,-4.487037986537085,,,,,,,,,,,E. coli - L-alanine,
376,Glyceraldehyde-3-phosphate,Glucose,0.0004985091116639,1.5918456722824232e-05,0.0300016227712474,3.0,168.041961,12.459484354442097,E. coli,Paczia-12,g3p,-2.0,1.0,Phosphorylated sugar,,3.0,6.0,4.0,104.0,0.0,-2.7,439168.0,C3H7O6P,170.06,D-Glyceraldehyde 3-phosphate,ECMDB01112,glyceraldehyde-3-phosphate[c]*,,271.0,-3.302326899319851,-1.5228552538957463,0.0014955273349917,8.377044870036973e-05,0.010000540923749133,0.17853649524625223,-2.8252056446001887,-4.076909158336129,-1.9999765086154089,-0.7482729948794686,1.0955000690764125,E. coli - Glucose,0.000271
377,Glyceraldehyde-3-phosphate,Glucose,2.55806211109012e-05,8.802962792766778e-07,0.0513294994684165,3.0,168.041961,5.247960238437518,C. glutamicum,Paczia-12,g3p,-2.0,1.0,Phosphorylated sugar,,3.0,6.0,4.0,104.0,0.0,-2.7,439168.0,C3H7O6P,170.06,D-Glyceraldehyde 3-phosphate,ECMDB01112,glyceraldehyde-3-phosphate[c]*,,,-4.592088914831476,-1.2896329706732834,7.67418633327036e-05,4.298617735073836e-06,0.017109833156138832,0.3054564417301492,-4.114967660111813,-5.366671173847753,-1.766754225392946,-0.5150507116570059,0.7199905359155089,C. glutamicum - Glucose,
378,Glyceraldehyde-3-phosphate,Glucose,0.0002742061831673,1.7223988822322072e-05,0.0432335271005113,3.0,169.049901,6.4040762177641355,B. licheniformis,Paczia-12,g3p,-2.0,1.0,Phosphorylated sugar,,3.0,6.0,4.0,104.0,0.0,-2.7,439168.0,C3H7O6P,170.06,D-Glyceraldehyde 3-phosphate,ECMDB01112,glyceraldehyde-3-phosphate[c]*,,,-3.5619227563839866,-1.3641793321785063,0.0008226185495018999,4.6354528118019934e-05,0.014411175700170434,0.2557441728434452,-3.0848015016643244,-4.333907835616221,-1.841300586898169,-0.5921942529462729,0.8064564920101309,B. licheniformis - Glucose,
379,Glycerol,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
380,Glycerol,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
381,Glycerol,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
382,Glycerol 3-phosphate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
383,Glycerol 3-phosphate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
384,Glycerol 3-phosphate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
385,Glycine,Galactose,,,0.0402458535039451,2.0,75.0666,0.4322595821657068,E. coli,SINTEF-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,,-1.3952788579823276,,,0.02012292675197255,0.5361352919133823,,,-1.696308853646309,-0.2707256037451047,-0.36425537067274255,E. coli - Galactose,
386,Glycine,L-malate,,,0.040133758463301,2.0,75.0666,0.91501547277095,E. coli,SINTEF-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,427.9166666666667,,-1.3964901673670969,,,0.0200668792316505,0.5346420173992296,,,-1.697520163031078,-0.2719369131298738,-0.038571562018548305,E. coli - L-malate,0.00042791666666666667
387,Glycine,L-alanine,0.0190982449411261,0.0070607136227162,0.0337817375867632,2.0,75.0666,0.4994229046743036,E. coli,SINTEF-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,427.9166666666667,-1.7190065409934003,-1.4713180159569745,0.0381964898822522,0.0014336403136975364,0.0168908687933816,0.4500235469138499,-1.417976545329419,-2.8435597952306235,-1.7723480116209558,-0.3467647617197514,-0.3015315437917361,E. coli - L-alanine,0.00042791666666666667
388,Glycine,Glucose,1.2953816171825433e-05,6.549541399545044e-06,0.0451449264894709,2.0,75.0666,1.0440950713949084,E. coli,Paczia-12,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,427.9166666666667,-4.887602270330474,-1.3453910498119142,2.5907632343650865e-05,9.72398937043951e-07,0.02257246324473545,0.6013983114923402,-4.5865722746664925,-6.012155524567697,-1.6464210454758954,-0.22083779557469102,0.01874004569912488,E. coli - Glucose,0.00042791666666666667
389,Glycine,Glucose,0.019432470602868,0.0020715415125753,0.099753555570764,2.0,75.0666,0.1987156007205935,C. glutamicum,Paczia-12,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,-1.7114719806157528,-1.0010716155686052,0.038864941205736,0.001458729497757251,0.049876777785382,1.3288673733826228,-1.4104419849517715,-2.836025234852976,-1.3021016112325865,0.12348163866861778,-0.7017680360562475,C. glutamicum - Glucose,
390,Glycine,Glucose,0.0020880258574217,7.855043349325111e-05,0.0204673323018711,2.0,75.0666,1.7436035438384965,B. licheniformis,Paczia-12,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,-2.6802641274772334,-1.6889387592953289,0.0041760517148434,0.00015674100182873178,0.01023366615093555,0.27265564581146745,-2.379234131813252,-3.8048173817144564,-1.9899687549593101,-0.5643855050581058,0.24144774304118416,B. licheniformis - Glucose,
391,Glycine,D-Glucose,0.0044820791419461,0.0011064333233432,0.0264037686423218,2.0,75.0666,0.2662382833308729,Ecoli,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,427.9166666666667,-2.348520479213937,-1.5783340813212703,0.0089641582838922,0.00033645444211681107,0.0132018843211609,0.3517379053043804,-2.047490483549956,-3.47307373345116,-1.8793640769852513,-0.4537808270840471,-0.5747294956535405,Ecoli - D-Glucose,0.00042791666666666667
392,Glycine,D-Fructose,0.0068116096076709,0.0018284631922876,0.026441335060931,2.0,75.0666,0.2405295770188763,Ecoli,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,427.9166666666667,-2.166750250623231,-1.5777166204815039,0.0136232192153418,0.0005113243737751884,0.0132206675304655,0.35223834649405994,-1.8657202549592498,-3.291303504860454,-1.878746616145485,-0.4531633662442809,-0.6188315124448368,Ecoli - D-Fructose,0.00042791666666666667
393,Glycine,D-Galactose,0.0020152152656074,0.0001917870222975,0.026441335060881,2.0,75.0666,0.1509554922777505,Ecoli,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,427.9166666666667,-2.6956785556409746,-1.5777166204823252,0.0040304305312148,0.00015127535825724446,0.0132206675304405,0.3522383464933939,-2.3946485599769933,-3.8202318098781975,-1.8787466161463064,-0.45316336624510206,-0.8211510812329502,Ecoli - D-Galactose,0.00042791666666666667
394,Glycine,Glycerol,0.0245148097301411,0.0107532065720988,0.0261709698995693,2.0,75.0666,0.1936539446222623,Ecoli,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,427.9166666666667,-1.610571473148803,-1.5821801820515375,0.0490296194602822,0.0018402434160886096,0.01308548494978465,0.3486366759593388,-1.309541477484822,-2.735124727386026,-1.8832101777155186,-0.4576269278143144,-0.71297365225273,Ecoli - Glycerol,0.00042791666666666667
395,Glycine,D-Glucose,0.0065801408339751,0.0005115030049653,0.026355282387136,2.0,75.0666,0.5515536304934936,Enterobacter,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,-2.1817648111332013,-1.5791323261188053,0.0131602816679502,0.0004939487999276752,0.013177641193568,0.35109199546983616,-1.88073481546922,-3.3063180653704243,-1.8801623217827865,-0.4545790718815823,-0.2584122524078801,Enterobacter - D-Glucose,
396,Glycine,D-Fructose,0.0057200187336943,0.0003405817051499,0.0414745165709051,2.0,75.0666,0.5181627907716067,Enterobacter,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,-2.2426025488421617,-1.382218667432882,0.0114400374673886,0.00042938235827473656,0.02073725828545255,0.5525029316754069,-1.9415725531781804,-3.3671558030793847,-1.6832486630968633,-0.25766541319565894,-0.2855337768823608,Enterobacter - D-Fructose,
397,Glycine,Glycerol,0.0069417934585529,0.0002952439956298,0.0449071363304076,2.0,75.0666,0.933833378808998,Enterobacter,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,-2.1585283121778853,-1.347684638447749,0.0138835869171058,0.0005210968328358071,0.0224535681652038,0.5982305889757575,-1.8574983165139043,-3.2830815664151087,-1.6487146341117302,-0.2231313842105259,-0.029730606766873335,Enterobacter - Glycerol,
398,Glycine,D-Glucose,0.0101526326387648,0.0005023840406005,0.0333577373116955,2.0,75.0666,0.3310724862275466,Pputida,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,-1.9934213279736208,-1.4768034156593588,0.0203052652775296,0.0007621236132411016,0.01667886865584775,0.4443752256222542,-1.6923913323096396,-3.117974582210844,-1.77783341132334,-0.3522501614221357,-0.4800769097826737,Pputida - D-Glucose,
399,Glycine,Acetate,0.0012048804411463,0.0001236526593462,0.0336925195933812,2.0,75.0666,0.3607279101524965,Pputida,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,-2.919056045476254,-1.4724665104024905,0.0024097608822926,9.044627812335283e-05,0.0168462597966906,0.44883502907259953,-2.618026049812273,-4.043609299713477,-1.7734965060664718,-0.3479132561652675,-0.4428202542541737,Pputida - Acetate,
400,Glycine,D-Fructose,-0.0014185137281404,0.0004649868161502,0.0269170582760602,2.0,75.0666,0.2353330242301936,Pputida,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,,-1.5699724052312654,-0.0028370274562808,-0.00010648300262482414,0.0134585291380301,0.3585756951301937,,,-1.8710024008952466,-0.4454191509940424,-0.6283171241007599,Pputida - D-Fructose,
401,Glycine,Glycerol,0.0054389366620611,0.001654356889726,0.0254806574254418,2.0,75.0666,0.6323944892577479,Pputida,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,-2.264485998636111,-1.593789370977256,0.0108778733241222,0.00040828248283627573,0.0127403287127209,0.33944067568588165,-1.96345600297213,-3.389039252873334,-1.8948193666412372,-0.4692361167400328,-0.19901192320437458,Pputida - Glycerol,
402,Glycine,D-Glucose,-2.9123957928184887e-05,6.141491745206964e-05,0.0292329053340534,2.0,75.0666,0.3001495608593859,Pseudomonas,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,,-1.5341280198172336,-5.8247915856369774e-05,-2.1862365002118834e-06,0.0146164526670267,0.3894262606012981,,,-1.8351580154812148,-0.40957476558001044,-0.5226622877120221,Pseudomonas - D-Glucose,
403,Glycine,Acetate,0.0011301653511179,0.000431775399618,0.0336387319703895,2.0,75.0666,0.1588064338573846,Pseudomonas,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,-2.946858011539065,-1.4731603835234128,0.0022603307022358,8.483767034622695e-05,0.01681936598519475,0.44811849704648277,-2.6458280158750838,-4.071411265776288,-1.774190379187394,-0.34860712928618975,-0.7991319066182608,Pseudomonas - Acetate,
404,Glycine,D-Fructose,-9.444076957166514e-05,0.0001267899590974,0.0263520919869628,2.0,75.0666,0.7888333583138532,Pseudomonas,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,,-1.579184902184619,-0.00018888153914333028,-7.089347473128358e-06,0.0131760459934814,0.3510494945416844,,,-1.8802148978486002,-0.4546316479473958,-0.10301473216255212,Pseudomonas - D-Fructose,
405,Glycine,Glycerol,-6.600662203987736e-05,0.0001531408739821,0.0260177626021929,2.0,75.0666,0.5494636428387033,Pseudomonas,Vila-23,gly,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000046,2.0,3.0,1.0,63.3,0.0,-3.2,750.0,C2H5NO2,75.07,Glycine,ECMDB00123,glycine,Gly,,,-1.5847300533278712,-0.00013201324407975472,-4.954892694018657e-06,0.01300888130109645,0.34659572435934094,,,-1.8857600489918525,-0.4601767990906481,-0.26006103888545484,Pseudomonas - Glycerol,
406,Guanidinosuccinate/n-acetylaspartate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
407,Guanidinosuccinate/n-acetylaspartate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
408,Guanidinosuccinate/n-acetylaspartate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
409,Guanine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
410,Guanine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
411,Guanine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
412,Hexanoate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
