,M,Metabolite,Carbon source,Rate [mmol/gDW/h],Std.Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],BiGG ID,MV min,MV max,Species,Dataset,Metabolite abbrv.,R2,Mass,Metabolite id,Charge,Phosphate,Intracellular concentration [M],Compound class,Ref,Comment,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotatable Bond Count,Topological Polar Surface Area,Charge (pubchem),xlogP,pubchem id,log10(Rate [mmol/gDW/h]),log10(Metabolite value [gDW/mmol]),Rate [mmol C/gDW/h],Rate [g/gDW/h],Metabolite value [gDW/mmol C],Metabolite value [gDW/g],log10(Rate [mmol C/gDW/h]),log10(Rate [g/gDW/h]),log10(Metabolite value [gDW/mmol C]),log10(Metabolite value [gDW/g]),log10(Turnover [mmol/gDW/h]),Species - Carbon source
192,M11,Succinate,L-alanine,0.0180932750793083,inf,0.0378441688904052,4.0,116.07216,3.148870933361552,succ,0.037844168890383,0.0378441688904052,E. coli,SINTEF-23,,,116.07216,succ,-2.0,0.0,0.000569,Carboxylic acid,"Bennet et al, glucose",,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,-1.742482814006227,-1.4220010280215198,0.0723731003172332,0.0021001255199294857,0.0094610422226013,0.32604001588671394,-1.1404228226782644,-2.677754747654813,-2.024061019349482,-0.48672909437293355,0.4981548600402863,E. coli - L-alanine
193,,Succinate,Glucose,0.0025499031434721,0.0003810315592573,0.0052302387470726,4.0,116.07216,0.0635031986310389,s_1458,0.0052302387007929,0.0077527602925175,S. cerevisiae,Paczia-13,SUC,0.9372178297800414,116.07216,succ,-2.0,0.0,0.000569,Carboxylic acid,"Bennet et al, glucose",,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,-2.593476315665843,-2.281478486243691,0.0101996125738884,0.00029597276565359655,0.00130755968676815,0.04506023448751708,-1.9914163243378808,-3.5287482493144293,-2.8835384775716535,-1.3462065525951048,-1.197204398915523,S. cerevisiae - Glucose
194,M1,Malate,Galactose,0.0007392245896459,0.0019875301211464,0.0517276186109805,4.0,132.07156,2.0617773159874893,mal__L,0.0431992868069441,0.0517276186111859,E. coli,SINTEF-23,,,132.07156,mal__L,-2.0,0.0,0.00168,Carboxylic acid,"Bennet et al, glucose",,3.0,5.0,3.0,94.8,0.0,-1.3,525.0,-3.131223595129524,-1.2862775147847392,0.0029568983585836,9.763054474489386e-05,0.012931904652745125,0.3916635694390261,-2.5291636038015617,-4.010414287468249,-1.8883375061127017,-0.4070868224460145,0.31424175713551905,E. coli - Galactose
195,M2,Malate,Galactose,0.0017091090589556,0.0003790156009073,0.0517276186109805,4.0,132.07156,2.0617773159874893,mal__L,0.0431992868069441,0.0517276186111859,E. coli,SINTEF-23,,,132.07156,mal__L,-2.0,0.0,0.00168,Carboxylic acid,"Bennet et al, glucose",,3.0,5.0,3.0,94.8,0.0,-1.3,525.0,-2.767230223884624,-1.2862775147847392,0.0068364362358224,0.00022572469962639808,0.012931904652745125,0.3916635694390261,-2.1651702325566617,-3.6464209162233487,-1.8883375061127017,-0.4070868224460145,0.31424175713551905,E. coli - Galactose
196,M3,Malate,Galactose,-0.0009376163203328,0.0017662172249223,0.0517276186109805,4.0,132.07156,2.0617773159874893,mal__L,0.0431992868069441,0.0517276186111859,E. coli,SINTEF-23,,,132.07156,mal__L,-2.0,0.0,0.00168,Carboxylic acid,"Bennet et al, glucose",,3.0,5.0,3.0,94.8,0.0,-1.3,525.0,,-1.2862775147847392,-0.0037504652813312,-0.0001238324501078126,0.012931904652745125,0.3916635694390261,,,-1.8883375061127017,-0.4070868224460145,0.31424175713551905,E. coli - Galactose
197,M5,Malate,L-malate,-18.66995512919513,1.33046267760167,0.0092093490093758,4.0,132.07156,23.94145188558148,mal__L,0.0092093490092204,0.0206082977733279,E. coli,SINTEF-23,,,132.07156,mal__L,-2.0,0.0,0.00168,Carboxylic acid,"Bennet et al, glucose",,3.0,5.0,3.0,94.8,0.0,-1.3,525.0,,-2.035771068134111,-74.67982051678052,-2.4657700990428024,0.00230233725234395,0.06972999341702181,,,-2.6378310594620733,-1.1565803757953863,1.3791504838639113,E. coli - L-malate
198,M6,Malate,L-malate,-14.348103099367648,2.3044043912522234,0.0092093490093758,4.0,132.07156,23.94145188558148,mal__L,0.0092093490092204,0.0206082977733279,E. coli,SINTEF-23,,,132.07156,mal__L,-2.0,0.0,0.00168,Carboxylic acid,"Bennet et al, glucose",,3.0,5.0,3.0,94.8,0.0,-1.3,525.0,,-2.035771068134111,-57.39241239747059,-1.8949763593743205,0.00230233725234395,0.06972999341702181,,,-2.6378310594620733,-1.1565803757953863,1.3791504838639113,E. coli - L-malate
199,M7,Malate,L-malate,-19.40659017392664,0.1287008596994762,0.0092093490093758,4.0,132.07156,23.94145188558148,mal__L,0.0092093490092204,0.0206082977733279,E. coli,SINTEF-23,,,132.07156,mal__L,-2.0,0.0,0.00168,Carboxylic acid,"Bennet et al, glucose",,3.0,5.0,3.0,94.8,0.0,-1.3,525.0,,-2.035771068134111,-77.62636069570657,-2.563058638551163,0.00230233725234395,0.06972999341702181,,,-2.6378310594620733,-1.1565803757953863,1.3791504838639113,E. coli - L-malate
200,M9,Malate,L-alanine,0.0045597562093734,0.0012286373752181,0.0352776647120522,4.0,132.07156,9.466150983362928,mal__L,0.0352776647120078,0.0352776647120522,E. coli,SINTEF-23,,,132.07156,mal__L,-2.0,0.0,0.00168,Carboxylic acid,"Bennet et al, glucose",,3.0,5.0,3.0,94.8,0.0,-1.3,525.0,-2.3410583765799102,-1.4525001717328883,0.0182390248374936,0.0006022141157916315,0.00881941617801305,0.26711022957593744,-1.738998385251948,-3.220249068918635,-2.0545601630608505,-0.5733094793941635,0.9761734271041336,E. coli - L-alanine
201,M10,Malate,L-alanine,0.0007063938330401,0.0010319147227983,0.0352776647120522,4.0,132.07156,9.466150983362928,mal__L,0.0352776647120078,0.0352776647120522,E. coli,SINTEF-23,,,132.07156,mal__L,-2.0,0.0,0.00168,Carboxylic acid,"Bennet et al, glucose",,3.0,5.0,3.0,94.8,0.0,-1.3,525.0,-3.150953100891906,-1.4525001717328883,0.0028255753321604,9.329453550398556e-05,0.00881941617801305,0.26711022957593744,-2.5488931095639433,-4.03014379323063,-2.0545601630608505,-0.5733094793941635,0.9761734271041336,E. coli - L-alanine
202,M11,Malate,L-alanine,0.0032372049489299,0.0015576717595559,0.0352776647120522,4.0,132.07156,9.466150983362928,mal__L,0.0352776647120078,0.0352776647120522,E. coli,SINTEF-23,,,132.07156,mal__L,-2.0,0.0,0.00168,Carboxylic acid,"Bennet et al, glucose",,3.0,5.0,3.0,94.8,0.0,-1.3,525.0,-2.4898298043442004,-1.4525001717328883,0.0129488197957196,0.0004275427076448922,0.00881941617801305,0.26711022957593744,-1.8877698130162381,-3.3690204966829254,-2.0545601630608505,-0.5733094793941635,0.9761734271041336,E. coli - L-alanine
203,M1,Cis-aconitate,Galactose,9.486394767842246e-05,2.2247498370389566e-06,0.0765574692893011,6.0,174.11,2.073213651460004,acon_C,0.0640385982172753,0.0765574692896509,E. coli,SINTEF-23,,,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-4.02289880653127,-1.116012431185462,0.0005691836860705348,1.6516761930290134e-05,0.012759578214883516,0.4397074796927293,-3.244747556147626,-4.7820750910136045,-1.8941636815691056,-0.3568361467031276,0.3166440598695147,E. coli - Galactose
204,M2,Cis-aconitate,Galactose,0.0001205381529997,2.064427634139551e-06,0.0765574692893011,6.0,174.11,2.073213651460004,acon_C,0.0640385982172753,0.0765574692896509,E. coli,SINTEF-23,,,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-3.9188754674905057,-1.116012431185462,0.0007232289179982,2.098689781877777e-05,0.012759578214883516,0.4397074796927293,-3.1407242171068623,-4.67805175197284,-1.8941636815691056,-0.3568361467031276,0.3166440598695147,E. coli - Galactose
205,M3,Cis-aconitate,Galactose,8.9566945919439e-05,1.1315734390241893e-05,0.0765574692893011,6.0,174.11,2.073213651460004,acon_C,0.0640385982172753,0.0765574692896509,E. coli,SINTEF-23,,,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-4.047852234236449,-1.116012431185462,0.000537401675516634,1.5594500954033525e-05,0.012759578214883516,0.4397074796927293,-3.2697009838528053,-4.807028518718783,-1.8941636815691056,-0.3568361467031276,0.3166440598695147,E. coli - Galactose
206,M5,Cis-aconitate,L-malate,0.000505939832521,9.341685312941974e-05,0.0140396202102932,6.0,174.11,8.433854926196501,acon_C,0.0140396202101267,0.0331890036127879,E. coli,SINTEF-23,,,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-3.295901127345578,-1.8526446402692374,0.003035638995126,8.808918424023132e-05,0.0023399367017155333,0.08063649537817012,-2.5177498769619344,-4.055077411827912,-2.6307958906528808,-1.093468355786903,0.9260261262858865,E. coli - L-malate
207,M6,Cis-aconitate,L-malate,0.0003807275465901,3.311646071525446e-05,0.0140396202102932,6.0,174.11,8.433854926196501,acon_C,0.0140396202101267,0.0331890036127879,E. coli,SINTEF-23,,,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-3.41938569975701,-1.8526446402692374,0.0022843652795406,6.62884731368023e-05,0.0023399367017155333,0.08063649537817012,-2.6412344493733664,-4.178561984239344,-2.6307958906528808,-1.093468355786903,0.9260261262858865,E. coli - L-malate
208,M7,Cis-aconitate,L-malate,0.0005312097236312,6.873700730644081e-05,0.0140396202102932,6.0,174.11,8.433854926196501,acon_C,0.0140396202101267,0.0331890036127879,E. coli,SINTEF-23,,,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-3.27473398393988,-1.8526446402692374,0.0031872583417872,9.248892498142824e-05,0.0023399367017155333,0.08063649537817012,-2.4965827335562363,-4.033910268422215,-2.6307958906528808,-1.093468355786903,0.9260261262858865,E. coli - L-malate
209,M9,Cis-aconitate,L-alanine,0.0008775921549794,0.0003123707739526,0.051872628281796,6.0,174.11,3.471455814472439,acon_C,0.051872628281796,0.0518726282818349,E. coli,SINTEF-23,,,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-3.0567072676853795,-1.2850617466205858,0.0052655529298764004,0.00015279757010346333,0.008645438046966,0.29793020666128306,-2.2785560173017356,-3.8158835521677137,-2.0632129970042294,-0.5258854621382516,0.540511641822754,E. coli - L-alanine
210,M10,Cis-aconitate,L-alanine,0.0010429622174672,1.7985795031834655e-05,0.051872628281796,6.0,174.11,3.471455814472439,acon_C,0.051872628281796,0.0518726282818349,E. coli,SINTEF-23,,,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-2.981731424116822,-1.2850617466205858,0.0062577733048031995,0.00018159015168321422,0.008645438046966,0.29793020666128306,-2.203580173733178,-3.7409077085991562,-2.0632129970042294,-0.5258854621382516,0.540511641822754,E. coli - L-alanine
211,M11,Cis-aconitate,L-alanine,0.0009061021231321,7.191892762294502e-05,0.051872628281796,6.0,174.11,3.471455814472439,acon_C,0.051872628281796,0.0518726282818349,E. coli,SINTEF-23,,,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-3.042822851977369,-1.2850617466205858,0.0054366127387926,0.00015776144065852995,0.008645438046966,0.29793020666128306,-2.264671601593725,-3.801999136459703,-2.0632129970042294,-0.5258854621382516,0.540511641822754,E. coli - L-alanine
212,,Cis-aconitate,Glucose,0.0006831808194392,5.6393461267305514e-05,0.0413683700114297,6.0,174.11,6.843109312675342,acon_C,0.0184908480834078,0.0623287004846817,E. coli,Paczia-13,ACN,0.9483077473676136,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-3.165464335130305,-1.3833315907551438,0.0040990849166352,0.00011894861247255913,0.0068947283352382835,0.23759904664539483,-2.387313084746661,-3.924640619612639,-2.1614828411387874,-0.6241553062728095,0.8352534775255415,E. coli - Glucose
213,,Cis-aconitate,Glucose,0.0007030926267456,1.7834816478247715e-05,0.0566970504727371,6.0,174.11,4.48349442140708,acon,0.0566970504727371,0.0566996233629268,B. licheniformis,Paczia-13,ACN,0.9955160731520708,171.08442,acon_C,-3.0,0.0,1.61e-05,Carboxylic acid,"Bennet et al, glucose",,3.0,6.0,4.0,112.0,0.0,-1.0,643757.0,-3.1529874564388316,-1.2464395336420746,0.0042185557604736,0.00012241545724267643,0.00944950841212285,0.3256392537633513,-2.3748362060551877,-3.912163740921166,-2.0245907840257185,-0.4872632491597404,0.651616633723906,B. licheniformis - Glucose
214,M1,Citrate,Galactose,9.501819893633712e-05,inf,0.0765564711546429,6.0,189.0997,2.073213651460004,cit,0.0638643477167022,0.0765564711548483,E. coli,SINTEF-23,,,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-4.022193205861915,-1.1160180934311466,0.0005701091936180227,1.796791291340167e-05,0.01275941185910715,0.4048471317228049,-3.244041955478271,-4.7455023660091955,-1.89416934381479,-0.39270893328386514,0.3166440598695147,E. coli - Galactose
215,M5,Citrate,L-malate,0.0169680950289414,inf,0.0131536307120816,6.0,189.0997,8.433854926196501,cit,0.0131536307120816,0.0326388373934949,E. coli,SINTEF-23,,,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-1.7703669122408283,-1.8809543551144776,0.1018085701736484,0.0032086616795443104,0.0021922717853469333,0.06955923627632196,-0.9922156618571847,-2.4936760723881095,-2.6591056054981212,-1.1576451949671962,0.9260261262858865,E. coli - L-malate
216,M6,Citrate,L-malate,0.0035006826252152,inf,0.0131536307120816,6.0,189.0997,8.433854926196501,cit,0.0131536307120816,0.0326388373934949,E. coli,SINTEF-23,,,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-2.4558472609475133,-1.8809543551144776,0.0210040957512912,0.0006619780342234069,0.0021922717853469333,0.06955923627632196,-1.6776960105638694,-3.1791564210947945,-2.6591056054981212,-1.1576451949671962,0.9260261262858865,E. coli - L-malate
217,M7,Citrate,L-malate,0.0001042817886098,inf,0.0131536307120816,6.0,189.0997,8.433854926196501,cit,0.0131536307120816,0.0326388373934949,E. coli,SINTEF-23,,,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-3.981791528551802,-1.8809543551144776,0.0006256907316588,1.9719654941576598e-05,0.0021922717853469333,0.06955923627632196,-3.2036402781681588,-4.705100688699083,-2.6591056054981212,-1.1576451949671962,0.9260261262858865,E. coli - L-malate
218,M9,Citrate,L-alanine,0.0065378651318456,inf,0.0513764844272179,6.0,189.0997,3.471455814472439,cit,0.051376484427168,0.0513764844272179,E. coli,SINTEF-23,,,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-2.1845640426267687,-1.2892356168095767,0.0392271907910736,0.0012363083350724635,0.008562747404536317,0.2716899309053261,-1.406412792243125,-2.90787320277405,-2.0673868671932203,-0.5659264566622954,0.540511641822754,E. coli - L-alanine
219,M10,Citrate,L-alanine,0.002587173371707,inf,0.0513764844272179,6.0,189.0997,3.471455814472439,cit,0.051376484427168,0.0513764844272179,E. coli,SINTEF-23,,,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-2.5871744673589117,-1.2892356168095767,0.015523040230242001,0.0004892337084377822,0.008562747404536317,0.2716899309053261,-1.809023216975268,-3.310483627506193,-2.0673868671932203,-0.5659264566622954,0.540511641822754,E. coli - L-alanine
220,M11,Citrate,L-alanine,0.0041026161864159,inf,0.0513764844272179,6.0,189.0997,3.471455814472439,cit,0.051376484427168,0.0513764844272179,E. coli,SINTEF-23,,,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-2.3869391108465234,-1.2892356168095767,0.0246156971184954,0.0007758034900663908,0.008562747404536317,0.2716899309053261,-1.60878786046288,-3.110248270993805,-2.0673868671932203,-0.5659264566622954,0.540511641822754,E. coli - L-alanine
221,,Citrate,Glucose,0.0068355380468514,0.0005009375182234,0.0408491991044979,6.0,189.0997,6.843109312675342,cit,0.0175296507149758,0.062126450098654,E. coli,Paczia-13,CIT,0.9588052292128848,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-2.1652272950563867,-1.3888164538906078,0.0410132282811084,0.0012925981939981856,0.00680819985074965,0.21601937551724248,-1.387076044672743,-2.888536455203668,-2.1669677042742514,-0.6655072937433264,0.8352534775255415,E. coli - Glucose
222,,Citrate,Glucose,0.0063576268582176,0.0001512281470179,0.0566938280422424,6.0,189.0997,4.523750981087232,cit,0.0566938280422424,0.0566938281503726,B. licheniformis,Paczia-13,CIT,0.9960549136410703,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-2.1967049652813575,-1.2464642178812457,0.0381457611493056,0.001202225331600891,0.009448971340373733,0.29980919082495844,-1.4185537148977139,-2.9200141254286387,-2.0246154682648894,-0.5231550577339644,0.6554986903037605,B. licheniformis - Glucose
223,,Citrate,Glucose,0.0006019877973077,7.932788687528845e-05,0.0106061688990521,6.0,189.0997,0.1193713405825436,s_0522,0.0098744726849064,0.0106061688990521,S. cerevisiae,Paczia-13,CIT,0.9664355684292132,189.0997,cit,-3.0,0.0,0.00196,Carboxylic acid,"Bennet et al, glucose",,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,-3.2204123120904193,-1.974441461194236,0.0036119267838462003,0.00011383571187454688,0.0017676948165086831,0.056087708753911815,-2.4422610617067755,-3.9437214722377005,-2.7525927115778797,-1.2511323010469546,-0.9230999288253121,S. cerevisiae - Glucose
224,M1,Isocitrate,Galactose,6.609846430765805e-05,inf,0.0765584674241481,6.0,189.0997,2.073213651460004,icit,0.0642128487180593,0.0765584674243702,E. coli,SINTEF-23,,,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-4.179808630536412,-1.1160067690125286,0.0003965907858459483,1.2499199771038846e-05,0.01275974457069135,0.4048576884265183,-3.401657380152768,-4.903117790683693,-1.8941580193961722,-0.3926976088652474,0.3166440598695147,E. coli - Galactose
225,M2,Isocitrate,Galactose,6.453172676064346e-05,inf,0.0765584674241481,6.0,189.0997,2.073213651460004,icit,0.0642128487180593,0.0765584674243702,E. coli,SINTEF-23,,,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-4.190226713746345,-1.1160067690125286,0.0003871903605638607,1.2202930170919651e-05,0.01275974457069135,0.4048576884265183,-3.4120754633627013,-4.913535873893626,-1.8941580193961722,-0.3926976088652474,0.3166440598695147,E. coli - Galactose
226,M3,Isocitrate,Galactose,2.2234640204471654e-05,inf,0.0765584674241481,6.0,189.0997,2.073213651460004,icit,0.0642128487180593,0.0765584674243702,E. coli,SINTEF-23,,,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-4.652969893805639,-1.1160067690125286,0.00013340784122682994,4.2045637922735284e-06,0.01275974457069135,0.4048576884265183,-3.8748186434219956,-5.376279053952921,-1.8941580193961722,-0.3926976088652474,0.3166440598695147,E. coli - Galactose
227,M5,Isocitrate,L-malate,0.0012180902075337,inf,0.0149256097077832,6.0,189.0997,8.433854926196501,icit,0.0149256097074168,0.0337391698329136,E. coli,SINTEF-23,,,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-2.914320548169947,-1.8260679190047988,0.0073085412452022006,0.00023034049281756044,0.0024876016179638666,0.07892984339892235,-2.1361692977863034,-3.6376297083172284,-2.6042191693884424,-1.1027587588575176,0.9260261262858865,E. coli - L-malate
228,M6,Isocitrate,L-malate,0.0008585405902567,inf,0.0149256097077832,6.0,189.0997,8.433854926196501,icit,0.0149256097074168,0.0337391698329136,E. coli,SINTEF-23,,,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-3.066239167354801,-1.8260679190047988,0.0051512435415402005,0.00016234976805536491,0.0024876016179638666,0.07892984339892235,-2.2880879169711577,-3.7895483275020823,-2.6042191693884424,-1.1027587588575176,0.9260261262858865,E. coli - L-malate
229,M7,Isocitrate,L-malate,0.0001471558586207,inf,0.0149256097077832,6.0,189.0997,8.433854926196501,icit,0.0149256097074168,0.0337391698329136,E. coli,SINTEF-23,,,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-3.8322224429358123,-1.8260679190047988,0.0008829351517242001,2.7827128718416788e-05,0.0024876016179638666,0.07892984339892235,-3.054071192552169,-4.555531603083094,-2.6042191693884424,-1.1027587588575176,0.9260261262858865,E. coli - L-malate
230,M9,Isocitrate,L-alanine,0.0007581866778437,inf,0.0523687721369348,6.0,189.0997,3.471455814472439,icit,0.0523687721366294,0.0523687721369348,E. coli,SINTEF-23,,,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-3.1202238508642117,-1.2809276086535106,0.0045491200670622,0.00014337287332424033,0.008728128689489132,0.2769373623381465,-2.3420726004805683,-3.8435330110114934,-2.0590788590371543,-0.5576184485062292,0.540511641822754,E. coli - L-alanine
231,M10,Isocitrate,L-alanine,0.0007938732402429,inf,0.0523687721369348,6.0,189.0997,3.471455814472439,icit,0.0523687721366294,0.0523687721369348,E. coli,SINTEF-23,,,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-3.100248836940503,-1.2809276086535106,0.0047632394414574,0.00015012119156796033,0.008728128689489132,0.2769373623381465,-2.322097586556859,-3.823557997087784,-2.0590788590371543,-0.5576184485062292,0.540511641822754,E. coli - L-alanine
232,M11,Isocitrate,L-alanine,0.0006478947178522,inf,0.0523687721369348,6.0,189.0997,3.471455814472439,icit,0.0523687721366294,0.0523687721369348,E. coli,SINTEF-23,,,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-3.1884955607507584,-1.2809276086535106,0.0038873683071132,0.00012251669677743567,0.008728128689489132,0.2769373623381465,-2.4103443103671145,-3.9118047208980395,-2.0590788590371543,-0.5576184485062292,0.540511641822754,E. coli - L-alanine
233,,Isocitrate,Glucose,0.0012298078074464,4.2499537098732474e-05,0.0418875409185948,6.0,189.0997,6.843109312675342,icit,0.019452045450985,0.0625309508706539,E. coli,Paczia-13,ICIT,0.9905364440582728,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-2.910162754160027,-1.3779151349081196,0.0073788468446784,0.00023255628744577202,0.006981256819765799,0.2215103509873088,-2.132011503776383,-3.633471914307308,-2.156066385291763,-0.654605974760838,0.8352534775255415,E. coli - Glucose
234,,Isocitrate,Glucose,0.001091451498414,5.749687675489061e-05,0.0567002729032262,6.0,189.0997,4.48349442140708,icit,0.0567002729032262,0.0567002730113508,B. licheniformis,Paczia-13,ICIT,0.9809444245245356,189.0997,icit,-3.0,0.0,4.29e-05,Carboxylic acid,Park et al,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,-2.9619955585706674,-1.2464148508058588,0.006548708990484,0.00020639315091463788,0.009450045483871032,0.29984327263991534,-2.183844308187024,-3.685304718717949,-2.024566101189502,-0.5231056906585774,0.651616633723906,B. licheniformis - Glucose
235,M1,Trans-aconitate,Galactose,8.189257149682577e-06,inf,0.0765574692893622,6.0,171.08442,0.0,acon_T,0.0640385982173863,0.0765574692894843,E. coli,SINTEF-23,,,171.08442,acon_T,-3.0,0.0,9.6e-05,Carboxylic acid,"Bennet et al., glycerol",,3.0,6.0,4.0,112.0,0.0,-1.0,444212.0,-5.086755491453939,-1.1160124311851154,4.913554289809547e-05,1.401054309684297e-06,0.0127595782148937,0.44748358318871,-4.308604241070295,-5.853545029639955,-1.894163681568759,-0.34922289299909975,-inf,E. coli - Galactose
236,M2,Trans-aconitate,Galactose,5.333708396977559e-06,8.972950927801171e-07,0.0765574692893622,6.0,171.08442,0.0,acon_T,0.0640385982173863,0.0765574692894843,E. coli,SINTEF-23,,,171.08442,acon_T,-3.0,0.0,9.6e-05,Carboxylic acid,"Bennet et al., glycerol",,3.0,6.0,4.0,112.0,0.0,-1.0,444212.0,-5.272970731624273,-1.1160124311851154,3.2002250381865356e-05,9.125144075460354e-07,0.0127595782148937,0.44748358318871,-4.494819481240629,-6.039760269810288,-1.894163681568759,-0.34922289299909975,-inf,E. coli - Galactose
237,M3,Trans-aconitate,Galactose,4.145615851519875e-06,4.559460833663719e-07,0.0765574692893622,6.0,171.08442,0.0,acon_T,0.0640385982173863,0.0765574692894843,E. coli,SINTEF-23,,,171.08442,acon_T,-3.0,0.0,9.6e-05,Carboxylic acid,"Bennet et al., glycerol",,3.0,6.0,4.0,112.0,0.0,-1.0,444212.0,-5.382410943750751,-1.1160124311851154,2.4873695109119248e-05,7.092502835000839e-07,0.0127595782148937,0.44748358318871,-4.604259693367108,-6.1492004819367665,-1.894163681568759,-0.34922289299909975,-inf,E. coli - Galactose
238,M5,Trans-aconitate,L-malate,6.600418284420572e-07,inf,0.014039620210049,6.0,171.08442,0.0,acon_T,0.0140396202095716,0.0331890036130433,E. coli,SINTEF-23,,,171.08442,acon_T,-3.0,0.0,9.6e-05,Carboxylic acid,"Bennet et al., glycerol",,3.0,6.0,4.0,112.0,0.0,-1.0,444212.0,-6.180428541297597,-1.8526446402767913,3.960250970652343e-06,1.1292287339474887e-07,0.002339936701674833,0.08206252918909274,-5.402277290913953,-6.947218079483613,-2.6307958906604347,-1.0858551020907756,-inf,E. coli - L-malate
