Batch-Tube,Timepoint,Medium,OD,AUC OD,Hours,Strain,Parallel,Batch,#,Exp. phase time limit,Tube,Well
3-14C,5.0,M9 20 mM glucose pH 7.4,1.134,3.2447260025403732,12.0,mscL,C,3.0,4708,14.0,14C,
3-14C,6.0,M9 20 mM glucose pH 7.4,1.247,4.447809335873707,13.0,mscL,C,3.0,4668,14.0,14C,
3-14C,7.0,M9 20 mM glucose pH 7.4,1.301,5.719059335873706,14.0,mscL,C,3.0,4980,14.0,14C,
3-14C,8.0,M9 20 mM glucose pH 7.4,1.423,7.07539266920704,15.0,mscL,C,3.0,5356,14.0,14C,
3-14C,9.0,M9 20 mM glucose pH 7.4,1.394,8.514726002540373,16.0,mscL,C,3.0,5603,14.0,14C,
3-14C,10.0,M9 20 mM glucose pH 7.4,1.365,13.986326002540372,20.0,mscL,C,3.0,5548,14.0,14C,
3-1A,1.0,M9 20 mM glucose pH 7.4,0.034,0.0988514573528197,4.0,gadC,A,3.0,4168,13.0,1A,
3-1A,2.0,M9 20 mM glucose pH 7.4,0.318,0.5936601342769008,8.0,gadC,A,3.0,4112,13.0,1A,
3-1A,3.0,M9 20 mM glucose pH 7.4,0.739,1.612993467610234,10.0,gadC,A,3.0,4304,13.0,1A,
3-1A,4.0,M9 20 mM glucose pH 7.4,0.999,2.479243467610234,11.0,gadC,A,3.0,4216,13.0,1A,
3-1A,5.0,M9 20 mM glucose pH 7.4,1.258,3.610660134276901,12.0,gadC,A,3.0,4732,13.0,1A,
3-1A,6.0,M9 20 mM glucose pH 7.4,1.38,4.941076800943567,13.0,gadC,A,3.0,4796,13.0,1A,
3-1A,7.0,M9 20 mM glucose pH 7.4,1.469,6.359660134276901,14.0,gadC,A,3.0,5232,13.0,1A,
3-1A,8.0,M9 20 mM glucose pH 7.4,1.546,7.8681601342769,15.0,gadC,A,3.0,5028,13.0,1A,
3-1A,9.0,M9 20 mM glucose pH 7.4,1.493,9.408326800943566,16.0,gadC,A,3.0,5679,13.0,1A,
3-1A,10.0,M9 20 mM glucose pH 7.4,1.445,15.1968601342769,20.0,gadC,A,3.0,5607,13.0,1A,
3-1B,1.0,M9 20 mM glucose pH 7.4,0.04,0.1185689593482509,4.0,gadC,B,3.0,3868,13.0,1B,
3-1B,2.0,M9 20 mM glucose pH 7.4,0.366,0.6781401439545152,8.0,gadC,B,3.0,3844,13.0,1B,
3-1B,3.0,M9 20 mM glucose pH 7.4,0.854,1.8578068106211816,10.0,gadC,B,3.0,4472,13.0,1B,
3-1B,4.0,M9 20 mM glucose pH 7.4,1.125,2.845806810621182,11.0,gadC,B,3.0,4328,13.0,1B,
3-1B,5.0,M9 20 mM glucose pH 7.4,1.317,4.081473477287848,12.0,gadC,B,3.0,4960,13.0,1B,
3-1B,6.0,M9 20 mM glucose pH 7.4,1.406,5.451556810621181,13.0,gadC,B,3.0,4804,13.0,1B,
3-1B,7.0,M9 20 mM glucose pH 7.4,1.477,6.887473477287848,14.0,gadC,B,3.0,5200,13.0,1B,
3-1B,8.0,M9 20 mM glucose pH 7.4,1.578,8.412473477287849,15.0,gadC,B,3.0,5264,13.0,1B,
3-1B,9.0,M9 20 mM glucose pH 7.4,1.571,10.00747347728785,16.0,gadC,B,3.0,5599,13.0,1B,
3-1B,10.0,M9 20 mM glucose pH 7.4,1.425,16.062406810621184,20.0,gadC,B,3.0,5663,13.0,1B,
3-1C,1.0,M9 20 mM glucose pH 7.4,0.034,0.1078607326672721,4.0,gadC,C,3.0,3888,13.0,1C,
3-1C,2.0,M9 20 mM glucose pH 7.4,0.281,0.5716563539587491,8.0,gadC,C,3.0,4124,13.0,1C,
3-1C,3.0,M9 20 mM glucose pH 7.4,0.677,1.4824896872920823,10.0,gadC,C,3.0,4576,13.0,1C,
3-1C,4.0,M9 20 mM glucose pH 7.4,0.922,2.2793785761809717,11.0,gadC,C,3.0,4340,13.0,1C,
3-1C,5.0,M9 20 mM glucose pH 7.4,1.219,3.343823020625416,12.0,gadC,C,3.0,4684,13.0,1C,
3-1C,6.0,M9 20 mM glucose pH 7.4,1.363,4.647573020625416,13.0,gadC,C,3.0,4756,13.0,1C,
3-1C,7.0,M9 20 mM glucose pH 7.4,1.444,6.0488230206254165,14.0,gadC,C,3.0,5272,13.0,1C,
3-1C,8.0,M9 20 mM glucose pH 7.4,1.514,7.528739687292083,15.0,gadC,C,3.0,5280,13.0,1C,
3-1C,9.0,M9 20 mM glucose pH 7.4,1.513,9.05315635395875,16.0,gadC,C,3.0,5699,13.0,1C,
3-1C,10.0,M9 20 mM glucose pH 7.4,1.425,14.97395635395875,20.0,gadC,C,3.0,5404,13.0,1C,
3-2A,1.0,M9 20 mM glucose pH 7.4,0.033,0.1104368205212891,4.0,znuB,A,3.0,4152,14.0,2A,
3-2A,2.0,M9 20 mM glucose pH 7.4,0.238,0.500402135123692,8.0,znuB,A,3.0,4120,14.0,2A,
3-2A,3.0,M9 20 mM glucose pH 7.4,0.533,1.246902135123692,10.0,znuB,A,3.0,4404,14.0,2A,
3-2A,4.0,M9 20 mM glucose pH 7.4,0.746,1.8827632462348032,11.0,znuB,A,3.0,4380,14.0,2A,
3-2A,5.0,M9 20 mM glucose pH 7.4,1.044,2.7672354684570255,12.0,znuB,A,3.0,4644,14.0,2A,
3-2A,6.0,M9 20 mM glucose pH 7.4,1.263,3.927318801790358,13.0,znuB,A,3.0,4596,14.0,2A,
3-2A,7.0,M9 20 mM glucose pH 7.4,1.362,5.253235468457025,14.0,znuB,A,3.0,5036,14.0,2A,
3-2A,8.0,M9 20 mM glucose pH 7.4,1.46,6.664318801790358,15.0,znuB,A,3.0,5084,14.0,2A,
3-2A,9.0,M9 20 mM glucose pH 7.4,1.502,8.154568801790358,16.0,znuB,A,3.0,5508,14.0,2A,
3-2A,10.0,M9 20 mM glucose pH 7.4,1.409,14.115768801790358,20.0,znuB,A,3.0,5416,14.0,2A,
3-2B,1.0,M9 20 mM glucose pH 7.4,0.03,0.108991054963807,4.0,znuB,B,3.0,3988,14.0,2B,
3-2B,2.0,M9 20 mM glucose pH 7.4,0.219,0.4788284945260992,8.0,znuB,B,3.0,4036,14.0,2B,
3-2B,3.0,M9 20 mM glucose pH 7.4,0.523,1.1846618278594323,10.0,znuB,B,3.0,4324,14.0,2B,
3-2B,4.0,M9 20 mM glucose pH 7.4,0.743,1.8138840500816549,11.0,znuB,B,3.0,4396,14.0,2B,
3-2B,5.0,M9 20 mM glucose pH 7.4,1.046,2.6983284945260992,12.0,znuB,B,3.0,4904,14.0,2B,
3-2B,6.0,M9 20 mM glucose pH 7.4,1.264,3.8604118278594326,13.0,znuB,B,3.0,4608,14.0,2B,
3-2B,7.0,M9 20 mM glucose pH 7.4,1.376,5.190995161192766,14.0,znuB,B,3.0,5160,14.0,2B,
3-2B,8.0,M9 20 mM glucose pH 7.4,1.458,6.610495161192766,15.0,znuB,B,3.0,5164,14.0,2B,
3-2B,9.0,M9 20 mM glucose pH 7.4,1.505,8.0953284945261,16.0,znuB,B,3.0,5456,14.0,2B,
3-2B,10.0,M9 20 mM glucose pH 7.4,1.411,14.0777284945261,20.0,znuB,B,3.0,5568,14.0,2B,
3-2C,1.0,M9 20 mM glucose pH 7.4,0.031,0.1118094019211185,4.0,znuB,C,3.0,3880,14.0,2C,
3-2C,2.0,M9 20 mM glucose pH 7.4,0.238,0.5084292929292928,8.0,znuB,C,3.0,3876,14.0,2C,
3-2C,3.0,M9 20 mM glucose pH 7.4,0.552,1.265262626262626,10.0,znuB,C,3.0,4464,14.0,2C,
3-2C,4.0,M9 20 mM glucose pH 7.4,0.764,1.9202070707070704,11.0,znuB,C,3.0,4492,14.0,2C,
3-2C,5.0,M9 20 mM glucose pH 7.4,1.055,2.8195959595959597,12.0,znuB,C,3.0,4604,14.0,2C,
3-2C,6.0,M9 20 mM glucose pH 7.4,1.271,3.98884595959596,13.0,znuB,C,3.0,4688,14.0,2C,
3-2C,7.0,M9 20 mM glucose pH 7.4,1.371,5.322929292929293,14.0,znuB,C,3.0,5112,14.0,2C,
3-2C,8.0,M9 20 mM glucose pH 7.4,1.459,6.738929292929293,15.0,znuB,C,3.0,5072,14.0,2C,
3-2C,9.0,M9 20 mM glucose pH 7.4,1.509,8.228262626262627,16.0,znuB,C,3.0,5380,14.0,2C,
3-2C,10.0,M9 20 mM glucose pH 7.4,1.404,14.216929292929292,20.0,znuB,C,3.0,5643,14.0,2C,
3-3A,1.0,M9 20 mM glucose pH 7.4,0.035,0.1036698043101312,4.0,glnP,A,3.0,4108,13.0,3A,
3-3A,2.0,M9 20 mM glucose pH 7.4,0.292,0.5870283977499546,8.0,glnP,A,3.0,4176,13.0,3A,
3-3A,3.0,M9 20 mM glucose pH 7.4,0.652,1.4975283977499545,10.0,glnP,A,3.0,4428,13.0,3A,
3-3A,4.0,M9 20 mM glucose pH 7.4,0.861,2.2524172866388437,11.0,glnP,A,3.0,4344,13.0,3A,
3-3A,5.0,M9 20 mM glucose pH 7.4,1.112,3.2335283977499545,12.0,glnP,A,3.0,4948,13.0,3A,
3-3A,6.0,M9 20 mM glucose pH 7.4,1.279,4.436028397749954,13.0,glnP,A,3.0,4652,13.0,3A,
3-3A,7.0,M9 20 mM glucose pH 7.4,1.395,5.774528397749954,14.0,glnP,A,3.0,5348,13.0,3A,
3-3A,8.0,M9 20 mM glucose pH 7.4,1.452,7.202945064416621,15.0,glnP,A,3.0,5052,13.0,3A,
3-3A,9.0,M9 20 mM glucose pH 7.4,1.457,8.66119506441662,16.0,glnP,A,3.0,5735,13.0,3A,
3-3A,10.0,M9 20 mM glucose pH 7.4,1.395,14.408928397749955,20.0,glnP,A,3.0,5424,13.0,3A,
3-3B,1.0,M9 20 mM glucose pH 7.4,0.036,0.1046900063303333,4.0,glnP,B,3.0,4160,13.0,3B,
3-3B,2.0,M9 20 mM glucose pH 7.4,0.304,0.6106803362971027,8.0,glnP,B,3.0,3892,13.0,3B,
3-3B,3.0,M9 20 mM glucose pH 7.4,0.686,1.5626803362971025,10.0,glnP,B,3.0,4256,13.0,3B,
3-3B,4.0,M9 20 mM glucose pH 7.4,0.898,2.353513669630436,11.0,glnP,B,3.0,4560,13.0,3B,
3-3B,5.0,M9 20 mM glucose pH 7.4,1.149,3.3716803362971026,12.0,glnP,B,3.0,4908,13.0,3B,
3-3B,6.0,M9 20 mM glucose pH 7.4,1.305,4.6065970029637695,13.0,glnP,B,3.0,4840,13.0,3B,
3-3B,7.0,M9 20 mM glucose pH 7.4,1.42,5.968013669630436,14.0,glnP,B,3.0,5332,13.0,3B,
3-3B,8.0,M9 20 mM glucose pH 7.4,1.487,7.425513669630435,15.0,glnP,B,3.0,5288,13.0,3B,
3-3B,9.0,M9 20 mM glucose pH 7.4,1.468,8.913347002963768,16.0,glnP,B,3.0,5687,13.0,3B,
3-3B,10.0,M9 20 mM glucose pH 7.4,1.425,14.681747002963768,20.0,glnP,B,3.0,5452,13.0,3B,
3-3C,1.0,M9 20 mM glucose pH 7.4,0.037,0.1117102083505353,4.0,glnP,C,3.0,4132,13.0,3C,
3-3C,2.0,M9 20 mM glucose pH 7.4,0.336,0.6488013367204984,8.0,glnP,C,3.0,3820,13.0,3C,
3-3C,3.0,M9 20 mM glucose pH 7.4,0.711,1.674968003387165,10.0,glnP,C,3.0,4436,13.0,3C,
3-3C,4.0,M9 20 mM glucose pH 7.4,0.919,2.488829114498276,11.0,glnP,C,3.0,4312,13.0,3C,
3-3C,5.0,M9 20 mM glucose pH 7.4,1.161,3.524301336720498,12.0,glnP,C,3.0,4952,13.0,3C,
3-3C,6.0,M9 20 mM glucose pH 7.4,1.312,4.768384670053832,13.0,glnP,C,3.0,4760,13.0,3C,
3-3C,7.0,M9 20 mM glucose pH 7.4,1.42,6.133968003387165,14.0,glnP,C,3.0,5320,13.0,3C,
3-3C,8.0,M9 20 mM glucose pH 7.4,1.477,7.586718003387165,15.0,glnP,C,3.0,4984,13.0,3C,
3-3C,9.0,M9 20 mM glucose pH 7.4,1.48,9.069968003387164,16.0,glnP,C,3.0,5360,13.0,3C,
3-3C,10.0,M9 20 mM glucose pH 7.4,1.431,14.924501336720496,20.0,glnP,C,3.0,5444,13.0,3C,
3-4A,1.0,M9 20 mM glucose pH 7.4,0.037,0.1035083532876448,4.0,focA,A,3.0,4140,14.0,4A,
3-4A,2.0,M9 20 mM glucose pH 7.4,0.31,0.6009128712272425,8.0,focA,A,3.0,4052,14.0,4A,
3-4A,3.0,M9 20 mM glucose pH 7.4,0.688,1.5707462045605756,10.0,focA,A,3.0,4268,14.0,4A,
3-4A,4.0,M9 20 mM glucose pH 7.4,0.924,2.3741350934494645,11.0,focA,A,3.0,4504,14.0,4A,
3-4A,5.0,M9 20 mM glucose pH 7.4,1.204,3.433412871227242,12.0,focA,A,3.0,4892,14.0,4A,
3-4A,6.0,M9 20 mM glucose pH 7.4,1.338,4.716579537893908,13.0,focA,A,3.0,4648,14.0,4A,
3-4A,7.0,M9 20 mM glucose pH 7.4,1.395,6.083746204560575,14.0,focA,A,3.0,5128,14.0,4A,
3-4A,8.0,M9 20 mM glucose pH 7.4,1.469,7.514329537893909,15.0,focA,A,3.0,5056,14.0,4A,
3-4A,9.0,M9 20 mM glucose pH 7.4,1.49,9.004079537893908,16.0,focA,A,3.0,5591,14.0,4A,
3-4A,10.0,M9 20 mM glucose pH 7.4,1.421,14.907679537893909,20.0,focA,A,3.0,5500,14.0,4A,
3-4B,1.0,M9 20 mM glucose pH 7.4,0.035,0.1064772245616932,4.0,focA,B,3.0,4032,14.0,4B,
3-4B,2.0,M9 20 mM glucose pH 7.4,0.312,0.611570283675074,8.0,focA,B,3.0,4056,14.0,4B,
3-4B,3.0,M9 20 mM glucose pH 7.4,0.685,1.5800702836750742,10.0,focA,B,3.0,4308,14.0,4B,
3-4B,4.0,M9 20 mM glucose pH 7.4,0.911,2.3758758392306296,11.0,focA,B,3.0,4544,14.0,4B,
3-4B,5.0,M9 20 mM glucose pH 7.4,1.198,3.422403617008408,12.0,focA,B,3.0,4836,14.0,4B,
3-4B,6.0,M9 20 mM glucose pH 7.4,1.321,4.695570283675075,13.0,focA,B,3.0,4748,14.0,4B,
3-4B,7.0,M9 20 mM glucose pH 7.4,1.383,6.044070283675074,14.0,focA,B,3.0,5260,14.0,4B,
3-4B,8.0,M9 20 mM glucose pH 7.4,1.455,7.46223695034174,15.0,focA,B,3.0,5344,14.0,4B,
3-4B,9.0,M9 20 mM glucose pH 7.4,1.482,8.939070283675074,16.0,focA,B,3.0,5583,14.0,4B,
3-4B,10.0,M9 20 mM glucose pH 7.4,1.396,14.798536950341742,20.0,focA,B,3.0,5412,14.0,4B,
3-4C,1.0,M9 20 mM glucose pH 7.4,0.035,0.1040735144359122,4.0,focA,C,3.0,3896,14.0,4C,
3-4C,2.0,M9 20 mM glucose pH 7.4,0.338,0.6216656081775842,8.0,focA,C,3.0,3992,14.0,4C,
3-4C,3.0,M9 20 mM glucose pH 7.4,0.718,1.6624989415109177,10.0,focA,C,3.0,4420,14.0,4C,
3-4C,4.0,M9 20 mM glucose pH 7.4,0.96,2.4986100526220287,11.0,focA,C,3.0,4456,14.0,4C,
3-4C,5.0,M9 20 mM glucose pH 7.4,1.219,3.588165608177584,12.0,focA,C,3.0,4972,14.0,4C,
3-4C,6.0,M9 20 mM glucose pH 7.4,1.342,4.879998941510918,13.0,focA,C,3.0,4936,14.0,4C,
3-4C,7.0,M9 20 mM glucose pH 7.4,1.396,6.249165608177584,14.0,focA,C,3.0,5324,14.0,4C,
3-4C,8.0,M9 20 mM glucose pH 7.4,1.466,7.67883227484425,15.0,focA,C,3.0,5184,14.0,4C,
3-4C,9.0,M9 20 mM glucose pH 7.4,1.498,9.168498941510917,16.0,focA,C,3.0,5468,14.0,4C,
3-4C,10.0,M9 20 mM glucose pH 7.4,1.417,15.109965608177584,20.0,focA,C,3.0,5631,14.0,4C,
3-5A,1.0,M9 20 mM glucose pH 7.4,0.031,0.0881945614179946,4.0,artQ,A,3.0,4028,14.0,5A,
3-5A,2.0,M9 20 mM glucose pH 7.4,0.211,0.4487716687836448,8.0,artQ,A,3.0,4044,14.0,5A,
3-5A,3.0,M9 20 mM glucose pH 7.4,0.506,1.130105002116978,10.0,artQ,A,3.0,4512,14.0,5A,
3-5A,4.0,M9 20 mM glucose pH 7.4,0.745,1.750521668783645,11.0,artQ,A,3.0,4540,14.0,5A,
3-5A,5.0,M9 20 mM glucose pH 7.4,1.057,2.644438335450311,12.0,artQ,A,3.0,4620,14.0,5A,
3-5A,6.0,M9 20 mM glucose pH 7.4,1.276,3.818688335450311,13.0,artQ,A,3.0,4800,14.0,5A,
3-5A,7.0,M9 20 mM glucose pH 7.4,1.37,5.154771668783644,14.0,artQ,A,3.0,5104,14.0,5A,
3-5A,8.0,M9 20 mM glucose pH 7.4,1.466,6.572605002116977,15.0,artQ,A,3.0,5196,14.0,5A,
3-5A,9.0,M9 20 mM glucose pH 7.4,1.477,8.05843833545031,16.0,artQ,A,3.0,5512,14.0,5A,
3-5A,10.0,M9 20 mM glucose pH 7.4,1.428,13.91803833545031,20.0,artQ,A,3.0,5388,14.0,5A,
3-5B,1.0,M9 20 mM glucose pH 7.4,0.03,0.0873762144606831,4.0,artQ,B,3.0,4144,14.0,5B,
3-5B,2.0,M9 20 mM glucose pH 7.4,0.213,0.4499383354503114,8.0,artQ,B,3.0,4104,14.0,5B,
3-5B,3.0,M9 20 mM glucose pH 7.4,0.522,1.144771668783645,10.0,artQ,B,3.0,4500,14.0,5B,
3-5B,4.0,M9 20 mM glucose pH 7.4,0.764,1.7829105576725337,11.0,artQ,B,3.0,4220,14.0,5B,
3-5B,5.0,M9 20 mM glucose pH 7.4,1.065,2.6924383354503116,12.0,artQ,B,3.0,4768,14.0,5B,
3-5B,6.0,M9 20 mM glucose pH 7.4,1.271,3.868355002116978,13.0,artQ,B,3.0,4880,14.0,5B,
3-5B,7.0,M9 20 mM glucose pH 7.4,1.361,5.195771668783644,14.0,artQ,B,3.0,5020,14.0,5B,
3-5B,8.0,M9 20 mM glucose pH 7.4,1.458,6.6046883354503105,15.0,artQ,B,3.0,5336,14.0,5B,
3-5B,9.0,M9 20 mM glucose pH 7.4,1.473,8.084438335450312,16.0,artQ,B,3.0,5460,14.0,5B,
3-5B,10.0,M9 20 mM glucose pH 7.4,1.405,13.908705002116978,20.0,artQ,B,3.0,5703,14.0,5B,
3-5C,1.0,M9 20 mM glucose pH 7.4,0.031,0.0925982715437756,4.0,artQ,C,3.0,3900,14.0,5C,
3-5C,2.0,M9 20 mM glucose pH 7.4,0.21,0.4547771426843283,8.0,artQ,C,3.0,3960,14.0,5C,
3-5C,3.0,M9 20 mM glucose pH 7.4,0.505,1.132943809350995,10.0,artQ,C,3.0,4412,14.0,5C,
3-5C,4.0,M9 20 mM glucose pH 7.4,0.732,1.7470271426843282,11.0,artQ,C,3.0,4444,14.0,5C,
3-5C,5.0,M9 20 mM glucose pH 7.4,1.028,2.6199438093509952,12.0,artQ,C,3.0,4700,14.0,5C,
3-5C,6.0,M9 20 mM glucose pH 7.4,1.257,3.768027142684328,13.0,artQ,C,3.0,4964,14.0,5C,
3-5C,7.0,M9 20 mM glucose pH 7.4,1.353,5.089610476017661,14.0,artQ,C,3.0,5168,14.0,5C,
3-5C,8.0,M9 20 mM glucose pH 7.4,1.448,6.490193809350995,15.0,artQ,C,3.0,5004,14.0,5C,
3-5C,9.0,M9 20 mM glucose pH 7.4,1.478,7.963943809350994,16.0,artQ,C,3.0,5496,14.0,5C,
3-5C,10.0,M9 20 mM glucose pH 7.4,1.409,13.838743809350994,20.0,artQ,C,3.0,5376,14.0,5C,
3-6A,1.0,M9 20 mM glucose pH 7.4,0.034,0.0988514573528197,4.0,rbsC,A,3.0,4096,13.0,6A,
3-6A,2.0,M9 20 mM glucose pH 7.4,0.305,0.5828268009435673,8.0,rbsC,A,3.0,4048,13.0,6A,
3-6A,3.0,M9 20 mM glucose pH 7.4,0.677,1.536993467610234,10.0,rbsC,A,3.0,4536,13.0,6A,
3-6A,4.0,M9 20 mM glucose pH 7.4,0.929,2.336326800943567,11.0,rbsC,A,3.0,4200,13.0,6A,
3-6A,5.0,M9 20 mM glucose pH 7.4,1.221,3.408326800943567,12.0,rbsC,A,3.0,4664,13.0,6A,
3-6A,6.0,M9 20 mM glucose pH 7.4,1.345,4.705326800943567,13.0,rbsC,A,3.0,4808,13.0,6A,
3-6A,7.0,M9 20 mM glucose pH 7.4,1.443,6.089660134276901,14.0,rbsC,A,3.0,5092,13.0,6A,
3-6A,8.0,M9 20 mM glucose pH 7.4,1.511,7.569160134276901,15.0,rbsC,A,3.0,5300,13.0,6A,
3-6A,9.0,M9 20 mM glucose pH 7.4,1.48,9.078660134276902,16.0,rbsC,A,3.0,5364,13.0,6A,
3-6A,10.0,M9 20 mM glucose pH 7.4,1.404,14.821060134276902,20.0,rbsC,A,3.0,5651,13.0,6A,
3-6B,1.0,M9 20 mM glucose pH 7.4,0.034,0.0966496022899292,4.0,rbsC,B,3.0,4148,13.0,6B,
3-6B,2.0,M9 20 mM glucose pH 7.4,0.311,0.579407397326559,8.0,rbsC,B,3.0,3964,13.0,6B,
3-6B,3.0,M9 20 mM glucose pH 7.4,0.694,1.557907397326559,10.0,rbsC,B,3.0,4564,13.0,6B,
3-6B,4.0,M9 20 mM glucose pH 7.4,0.946,2.374546286215448,11.0,rbsC,B,3.0,4272,13.0,6B,
3-6B,5.0,M9 20 mM glucose pH 7.4,1.236,3.4625740639932254,12.0,rbsC,B,3.0,4764,13.0,6B,
3-6B,6.0,M9 20 mM glucose pH 7.4,1.343,4.767324063993225,13.0,rbsC,B,3.0,4776,13.0,6B,
3-6B,7.0,M9 20 mM glucose pH 7.4,1.432,6.142574063993225,14.0,rbsC,B,3.0,5292,13.0,6B,
3-6B,8.0,M9 20 mM glucose pH 7.4,1.477,7.600740730659892,15.0,rbsC,B,3.0,5316,13.0,6B,
3-6B,9.0,M9 20 mM glucose pH 7.4,1.47,9.07924073065989,16.0,rbsC,B,3.0,5480,13.0,6B,
3-6B,10.0,M9 20 mM glucose pH 7.4,1.35,14.768307397326556,20.0,rbsC,B,3.0,5671,13.0,6B,
3-6C,1.0,M9 20 mM glucose pH 7.4,0.036,0.1070937164561142,4.0,rbsC,C,3.0,3996,13.0,6C,
3-6C,2.0,M9 20 mM glucose pH 7.4,0.263,0.5520850117945926,8.0,rbsC,C,3.0,3852,13.0,6C,
3-6C,3.0,M9 20 mM glucose pH 7.4,0.606,1.384918345127926,10.0,rbsC,C,3.0,4384,13.0,6C,
3-6C,4.0,M9 20 mM glucose pH 7.4,0.838,2.1035572340168147,11.0,rbsC,C,3.0,4364,13.0,6C,
3-6C,5.0,M9 20 mM glucose pH 7.4,1.134,3.082251678461259,12.0,rbsC,C,3.0,4872,13.0,6C,
3-6C,6.0,M9 20 mM glucose pH 7.4,1.299,4.309668345127926,13.0,rbsC,C,3.0,4784,13.0,6C,
3-6C,7.0,M9 20 mM glucose pH 7.4,1.402,5.659585011794592,14.0,rbsC,C,3.0,5044,13.0,6C,
3-6C,8.0,M9 20 mM glucose pH 7.4,1.465,7.096418345127925,15.0,rbsC,C,3.0,5068,13.0,6C,
3-6C,9.0,M9 20 mM glucose pH 7.4,1.481,8.573918345127925,16.0,rbsC,C,3.0,5392,13.0,6C,
3-6C,10.0,M9 20 mM glucose pH 7.4,1.361,14.35605167846126,20.0,rbsC,C,3.0,5492,13.0,6C,
3-7A,1.0,M9 20 mM glucose pH 7.4,0.037,0.1097102083505353,4.0,glpF,A,3.0,3984,12.0,7A,
3-7A,2.0,M9 20 mM glucose pH 7.4,0.343,0.6593672049839715,8.0,glpF,A,3.0,3944,12.0,7A,
3-7A,3.0,M9 20 mM glucose pH 7.4,0.805,1.7590338716506382,10.0,glpF,A,3.0,4320,12.0,7A,
3-7A,4.0,M9 20 mM glucose pH 7.4,1.083,2.700422760539527,11.0,glpF,A,3.0,4292,12.0,7A,
3-7A,5.0,M9 20 mM glucose pH 7.4,1.359,3.9243672049839713,12.0,glpF,A,3.0,4968,12.0,7A,
3-7A,6.0,M9 20 mM glucose pH 7.4,1.491,5.361367204983972,13.0,glpF,A,3.0,4828,12.0,7A,
3-7A,7.0,M9 20 mM glucose pH 7.4,1.559,6.885033871650638,14.0,glpF,A,3.0,5060,12.0,7A,
3-7A,8.0,M9 20 mM glucose pH 7.4,1.539,8.44136720498397,15.0,glpF,A,3.0,5032,12.0,7A,
3-7A,9.0,M9 20 mM glucose pH 7.4,1.507,9.959033871650638,16.0,glpF,A,3.0,5368,12.0,7A,
3-7A,10.0,M9 20 mM glucose pH 7.4,1.421,15.792633871650636,20.0,glpF,A,3.0,5556,12.0,7A,
3-7B,1.0,M9 20 mM glucose pH 7.4,0.037,0.1207194836649877,4.0,glpF,B,3.0,4180,12.0,7B,
3-7B,2.0,M9 20 mM glucose pH 7.4,0.35,0.6712975564023468,8.0,glpF,B,3.0,4040,12.0,7B,
3-7B,3.0,M9 20 mM glucose pH 7.4,0.823,1.7977975564023465,10.0,glpF,B,3.0,4552,12.0,7B,
3-7B,4.0,M9 20 mM glucose pH 7.4,1.1,2.7570475564023464,11.0,glpF,B,3.0,4424,12.0,7B,
3-7B,5.0,M9 20 mM glucose pH 7.4,1.368,3.9947975564023466,12.0,glpF,B,3.0,4712,12.0,7B,
3-7B,6.0,M9 20 mM glucose pH 7.4,1.501,5.440547556402347,13.0,glpF,B,3.0,4888,12.0,7B,
3-7B,7.0,M9 20 mM glucose pH 7.4,1.572,6.976130889735679,14.0,glpF,B,3.0,5172,12.0,7B,
3-7B,8.0,M9 20 mM glucose pH 7.4,1.549,8.544464223069014,15.0,glpF,B,3.0,5228,12.0,7B,
3-7B,9.0,M9 20 mM glucose pH 7.4,1.514,10.07013088973568,16.0,glpF,B,3.0,5532,12.0,7B,
3-7B,10.0,M9 20 mM glucose pH 7.4,1.428,15.92533088973568,20.0,glpF,B,3.0,5448,12.0,7B,
3-7C,1.0,M9 20 mM glucose pH 7.4,0.036,0.1090937164561142,4.0,glpF,C,3.0,4064,12.0,7C,
3-7C,2.0,M9 20 mM glucose pH 7.4,0.302,0.6158524768644529,8.0,glpF,C,3.0,3856,12.0,7C,
3-7C,3.0,M9 20 mM glucose pH 7.4,0.724,1.5888524768644527,10.0,glpF,C,3.0,4408,12.0,7C,
3-7C,4.0,M9 20 mM glucose pH 7.4,0.975,2.4361302546422303,11.0,glpF,C,3.0,4332,12.0,7C,
3-7C,5.0,M9 20 mM glucose pH 7.4,1.28,3.556852476864453,12.0,glpF,C,3.0,4676,12.0,7C,
3-7C,6.0,M9 20 mM glucose pH 7.4,1.42,4.9206024768644525,13.0,glpF,C,3.0,4820,12.0,7C,
3-7C,7.0,M9 20 mM glucose pH 7.4,1.532,6.38751914353112,14.0,glpF,C,3.0,4992,12.0,7C,
3-7C,8.0,M9 20 mM glucose pH 7.4,1.535,7.930102476864453,15.0,glpF,C,3.0,5040,12.0,7C,
3-7C,9.0,M9 20 mM glucose pH 7.4,1.512,9.448852476864452,16.0,glpF,C,3.0,5560,12.0,7C,
3-7C,10.0,M9 20 mM glucose pH 7.4,1.406,15.29231914353112,20.0,glpF,C,3.0,5635,12.0,7C,
3-8A,1.0,M9 20 mM glucose pH 7.4,0.037,0.1115083532876448,4.0,proP,A,3.0,3952,13.0,8A,
3-8A,2.0,M9 20 mM glucose pH 7.4,0.335,0.650816064840017,8.0,proP,A,3.0,3980,13.0,8A,
3-8A,3.0,M9 20 mM glucose pH 7.4,0.885,1.7898160648400163,10.0,proP,A,3.0,4252,13.0,8A,
3-8A,4.0,M9 20 mM glucose pH 7.4,1.141,2.8038716203955723,11.0,proP,A,3.0,4224,13.0,8A,
